,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,lf
884,251595,20,177,66,0,3,2,78,52,60,65,60,64,64,52,52,65,45,63,55,45,60,65,76,80,75,60,77,57,65,74,62,47,58,62,60,54,42,60,58,63,60,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63
885,252463,19,170,68,1,3,4,76,55,62,72,43,51,50,54,43,66,53,71,61,55,61,70,78,74,81,65,78,59,58,58,48,53,50,26,55,71,55,67,42,50,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,65
886,252483,21,183,68,0,3,2,82,46,59,62,56,57,64,45,46,64,31,65,52,31,58,61,83,82,64,61,47,50,75,72,50,47,49,60,53,55,40,55,53,59,55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62
887,253167,20,178,72,1,3,4,82,58,57,73,32,53,60,58,41,57,56,74,64,49,52,68,84,80,82,64,78,64,57,52,56,55,48,24,57,60,57,70,28,38,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
888,253237,25,180,73,0,2,3,79,52,59,60,57,69,61,58,55,65,37,57,54,53,62,58,78,80,76,63,65,42,68,81,63,49,69,56,66,48,44,49,57,57,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62
889,253250,21,175,75,1,3,4,79,62,63,68,45,62,60,66,33,65,45,72,63,66,60,62,78,79,73,60,64,57,58,68,72,60,29,35,62,64,72,66,56,47,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
890,253399,22,175,70,0,4,3,90,60,55,69,46,75,55,64,54,56,55,67,60,44,51,65,92,88,87,60,88,59,92,79,70,55,80,50,65,56,50,63,36,48,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
891,253903,21,165,61,1,2,4,68,62,68,68,52,73,70,60,49,72,61,67,65,67,62,69,68,68,74,60,61,68,56,80,73,58,66,51,65,62,66,64,50,55,51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
892,254206,22,165,60,1,3,4,74,58,60,66,35,68,61,59,69,59,49,70,48,70,53,60,73,74,76,59,73,58,65,80,68,57,53,48,64,68,58,50,44,13,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64
893,254220,23,180,74,1,3,3,69,66,51,66,25,62,38,73,67,62,65,70,42,37,50,64,68,70,61,58,60,60,62,65,70,65,36,18,60,50,32,60,19,23,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,62
894,255505,26,185,70,0,3,2,69,51,59,63,63,66,63,47,59,62,39,62,51,52,59,65,61,76,60,61,67,60,56,69,65,55,68,61,57,54,44,58,61,65,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60
895,255561,19,189,70,0,4,3,72,54,58,63,63,70,64,47,53,61,58,63,63,35,55,61,71,73,73,57,71,71,69,72,70,57,70,63,54,55,37,55,62,67,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
896,255876,22,166,59,1,3,3,86,55,58,61,50,65,66,52,35,60,54,56,49,44,51,61,84,87,73,72,74,62,50,88,54,54,66,62,63,57,55,48,37,55,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
897,256788,20,173,68,0,2,3,67,47,53,69,62,58,68,48,50,56,37,70,29,30,44,69,71,64,68,62,79,46,66,63,54,46,62,61,58,53,38,56,57,69,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62
898,258306,24,175,67,1,4,3,86,64,58,69,30,46,63,69,49,61,55,73,56,40,51,65,88,85,74,49,76,66,46,54,44,56,39,23,54,59,62,58,28,28,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
899,258325,30,181,79,0,3,3,68,66,59,67,34,61,68,69,55,61,58,71,47,49,47,70,69,68,55,54,63,70,60,62,61,59,62,25,68,59,58,54,30,35,38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
900,258746,24,175,72,1,3,2,74,67,56,69,29,66,63,69,52,58,65,72,53,46,44,66,76,72,73,60,68,73,49,74,70,61,52,17,61,57,61,61,27,29,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
901,259012,27,178,66,1,5,2,74,70,51,65,32,61,45,73,70,53,62,68,54,41,44,59,75,73,68,64,69,70,79,66,65,70,40,28,57,60,66,55,25,31,29,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63
902,259184,22,175,68,1,3,2,74,62,65,70,44,59,59,61,43,68,54,71,71,70,62,69,75,73,76,62,71,67,59,60,52,63,73,49,60,63,56,65,41,45,43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67
903,259778,23,177,68,1,3,4,73,58,59,68,26,54,65,58,43,61,45,70,59,65,38,68,73,73,71,65,73,63,45,72,55,55,31,23,65,64,48,46,21,27,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
904,259921,25,185,86,1,3,2,63,68,58,62,32,72,59,70,54,58,59,59,55,55,54,65,62,63,57,64,70,69,60,62,80,64,67,12,72,59,62,64,15,57,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,63
905,260082,18,182,77,0,2,2,72,44,58,57,61,63,68,35,60,62,52,57,62,31,63,55,72,72,60,65,60,60,57,61,66,47,57,58,52,43,32,57,59,65,66,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,57
906,260247,18,187,80,1,4,3,80,65,60,65,39,64,62,65,49,64,56,70,58,47,46,64,76,83,58,59,55,70,45,66,74,63,43,32,62,64,60,60,40,39,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,66
907,260971,22,175,66,1,3,3,81,60,62,68,26,53,64,60,36,64,57,68,48,36,62,66,82,80,74,58,76,65,38,61,51,57,54,28,64,65,54,63,22,25,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
908,261146,21,186,78,0,3,2,72,50,57,66,59,69,71,41,59,56,51,65,57,51,58,73,70,74,58,59,60,66,64,76,69,53,62,58,48,45,58,56,57,61,62,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,61
909,261756,20,180,68,1,3,2,83,63,56,70,41,55,61,61,45,57,59,71,63,47,49,67,82,83,83,57,80,69,77,60,47,67,65,29,59,53,49,51,27,57,54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
910,262416,21,179,72,1,3,2,80,61,58,69,29,56,63,64,52,59,49,74,60,47,53,68,79,80,63,58,68,71,47,64,63,45,33,22,60,57,65,61,27,26,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
911,262436,27,178,72,0,4,2,71,70,61,66,30,53,61,70,61,62,72,68,68,50,54,65,72,70,65,60,69,74,45,61,58,69,34,26,63,65,68,62,28,25,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
912,262491,31,183,71,0,3,4,68,57,67,63,39,50,69,59,43,70,56,64,50,46,64,66,65,70,53,58,62,63,36,61,50,47,38,40,53,71,68,62,46,33,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63
913,262566,22,171,65,0,2,2,68,26,49,56,62,49,59,28,69,71,23,49,31,26,24,62,67,68,55,67,83,24,60,61,40,20,53,63,41,31,36,55,60,59,66,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,52
914,262985,22,175,66,0,3,3,71,62,65,70,33,44,63,66,50,69,59,72,60,50,62,70,70,72,67,56,77,69,49,59,42,48,29,26,54,68,64,65,30,35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
915,263056,22,174,65,1,3,2,83,60,56,70,29,50,61,58,48,55,62,70,61,51,42,68,81,84,83,59,86,74,52,54,45,52,56,21,61,64,57,48,33,24,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
916,263529,24,165,68,1,3,3,72,66,56,69,27,46,65,65,65,55,53,72,41,30,46,70,73,71,65,50,88,69,45,51,43,70,49,17,68,65,48,47,18,21,58,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,66
917,263790,21,178,78,1,3,2,74,68,58,68,30,52,64,74,39,62,57,71,49,47,53,66,76,72,75,46,70,66,49,54,58,64,34,25,59,56,64,54,26,35,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
918,264310,27,166,57,1,3,2,73,78,56,67,39,51,55,82,67,53,73,70,68,53,49,62,73,73,72,58,86,87,67,67,45,69,43,34,61,63,73,57,35,38,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66
919,140201,39,170,73,1,4,3,37,69,63,67,26,56,57,69,70,65,69,65,67,64,60,69,36,37,66,56,75,68,33,41,64,68,58,13,77,65,74,69,29,20,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,62
920,169638,34,185,75,0,3,3,52,58,65,64,65,61,70,50,63,64,52,64,68,67,64,65,53,52,61,64,66,71,71,54,63,63,64,65,60,63,70,67,66,66,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,61
921,171364,34,170,75,0,3,3,72,57,61,64,60,64,62,52,51,63,53,63,65,60,56,63,73,71,73,62,72,69,78,66,61,58,65,61,60,60,59,59,61,62,62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63
922,176246,30,170,64,1,4,3,87,65,57,72,39,48,58,69,45,63,54,70,53,42,50,71,89,85,86,65,89,65,65,75,33,60,47,40,68,56,63,58,35,41,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,65
923,178297,33,180,70,0,2,2,69,49,59,64,62,76,62,44,53,58,48,61,70,58,60,63,67,70,70,67,71,59,85,75,78,49,72,65,49,55,57,67,66,59,58,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,59
924,189237,32,180,74,0,3,2,68,62,62,64,58,70,65,60,55,66,55,63,55,57,59,65,66,69,68,63,69,67,54,74,69,63,69,59,60,59,55,62,56,60,57,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64
925,189836,31,175,70,0,3,2,71,49,60,63,60,70,65,43,55,58,44,61,66,67,58,60,72,70,73,60,74,57,84,73,70,52,63,60,58,58,56,62,60,61,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
926,197774,28,178,66,1,3,3,81,64,59,66,24,56,62,63,50,60,58,64,63,58,50,63,82,81,84,62,81,67,33,82,46,63,54,24,63,58,62,61,24,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
927,199774,33,177,68,1,2,3,72,61,63,66,32,59,58,60,46,65,57,64,64,62,58,66,75,70,72,65,76,61,82,66,59,59,43,36,70,68,63,62,34,26,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
928,200844,30,180,72,1,4,3,76,53,55,61,59,65,61,55,50,56,45,61,48,53,51,61,76,76,68,60,58,56,53,88,59,50,56,59,58,54,46,59,59,60,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61
929,203902,29,169,60,1,3,3,83,62,64,67,40,45,62,60,56,65,61,64,69,72,60,65,84,83,81,62,84,65,78,64,32,62,45,45,63,63,64,62,37,36,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65
930,204626,27,180,73,0,2,3,75,45,60,64,60,67,62,39,50,62,58,61,60,41,51,62,79,72,77,61,81,56,50,72,70,35,58,62,60,65,60,64,59,63,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61
931,204992,29,176,69,1,3,3,76,64,58,69,30,65,60,64,56,62,55,69,50,56,52,68,77,76,76,63,74,68,78,65,64,63,66,26,65,57,57,63,31,30,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65
932,208122,31,181,78,0,3,2,71,36,56,63,64,68,57,26,61,63,34,57,42,38,58,65,69,73,70,70,73,57,66,64,76,36,55,65,47,47,38,64,65,63,61,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56
933,208675,27,182,76,1,3,3,71,65,56,66,33,73,31,65,62,68,58,67,64,45,63,64,69,72,68,62,71,66,70,83,73,63,62,19,65,57,68,68,20,45,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62
934,209317,29,184,74,1,3,3,74,59,61,66,34,60,61,57,57,60,55,65,63,59,60,64,76,72,76,67,66,63,65,72,55,62,56,24,60,65,56,58,47,22,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64
935,209364,27,174,69,0,2,2,72,44,59,61,57,67,68,46,52,63,34,59,52,39,58,60,72,72,69,57,77,39,83,79,68,42,47,55,59,50,49,47,57,58,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
936,210011,27,173,67,1,3,4,86,63,57,69,37,62,59,61,62,60,60,67,70,44,47,66,87,86,82,65,85,68,80,65,60,65,57,53,62,55,52,62,36,21,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
937,210691,26,180,72,0,2,2,85,57,55,63,54,66,65,58,42,59,47,62,56,42,47,63,85,85,72,52,77,64,63,82,63,57,54,54,55,45,40,58,53,57,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62
938,210792,30,176,71,1,4,3,85,65,56,66,21,62,59,63,55,56,52,66,63,59,52,65,84,85,77,58,69,75,78,62,69,68,39,24,65,54,52,58,18,13,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
939,211499,29,178,70,0,3,3,71,48,56,61,61,62,63,48,59,62,40,59,51,37,54,62,72,71,70,64,59,48,66,68,65,49,45,62,59,45,49,52,60,63,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
940,211594,26,180,73,0,3,2,74,46,53,61,62,68,60,45,59,55,30,61,34,35,51,60,73,74,59,58,71,45,66,71,71,50,58,61,59,52,39,56,62,62,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59
941,212440,30,174,58,1,4,3,72,62,62,70,51,59,57,58,46,63,59,69,70,67,63,68,74,71,77,64,81,68,56,69,59,64,46,47,64,60,57,68,58,49,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
942,213889,25,184,68,0,3,2,76,55,58,61,58,71,62,58,55,54,42,61,65,61,55,59,75,76,72,59,64,56,59,86,68,50,61,59,59,59,57,58,58,59,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61
943,215540,28,187,82,1,4,3,80,61,60,64,59,65,64,64,65,65,48,63,57,29,64,65,78,82,66,61,61,64,70,64,71,57,50,57,60,54,57,61,58,58,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65
944,215684,30,171,75,1,4,3,78,59,56,68,54,72,60,58,48,59,53,66,60,56,55,66,75,81,85,65,83,61,76,82,70,60,64,50,62,47,63,57,54,56,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64
945,216255,26,178,76,1,4,3,75,60,64,68,29,58,67,57,40,66,55,68,81,70,47,67,83,69,80,57,77,69,69,67,60,60,41,27,60,65,64,57,30,25,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
946,217088,39,185,80,1,3,2,55,71,52,61,23,55,43,73,65,57,65,64,67,75,49,59,46,62,55,55,56,70,70,42,67,68,37,14,73,47,78,60,21,20,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59
947,218738,30,187,74,1,4,4,81,63,60,65,41,60,53,61,55,64,54,62,65,60,56,65,80,82,74,67,67,68,66,66,61,64,50,49,66,62,61,65,45,29,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65
948,219684,26,175,71,0,4,3,86,61,57,66,48,62,59,60,55,60,57,65,51,39,54,63,91,82,83,59,83,63,59,65,60,64,65,34,61,59,50,57,53,53,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
949,220184,25,171,61,1,3,3,73,64,59,66,23,57,62,64,33,62,67,65,52,31,58,66,73,73,74,59,69,70,68,64,53,56,53,30,64,58,59,67,14,24,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
950,220581,25,183,75,1,3,3,78,62,51,70,24,53,52,67,60,56,41,71,49,40,41,66,82,75,84,61,81,59,57,54,60,58,35,29,59,53,71,56,20,15,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65
951,220650,26,188,86,1,2,3,84,64,55,66,32,66,58,65,48,58,53,69,55,48,50,66,82,86,60,57,55,73,64,60,77,57,44,28,58,52,64,63,24,35,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65
952,220872,24,173,70,1,4,3,67,56,61,67,46,62,62,58,46,65,49,67,47,45,58,66,68,66,78,61,68,58,44,67,65,52,55,42,57,61,57,60,47,48,47,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63
953,220997,26,177,72,1,3,3,80,62,56,67,22,62,58,62,59,60,57,66,59,35,46,64,78,82,85,60,76,67,58,66,65,58,48,14,64,59,57,52,16,23,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
954,222622,32,180,75,1,3,3,73,60,62,66,39,63,65,58,43,66,63,65,70,59,62,68,72,74,70,55,70,62,54,72,62,60,56,40,56,53,65,60,35,42,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64
955,222691,31,175,71,1,4,2,80,61,57,65,42,63,64,57,33,61,49,64,50,40,53,63,81,79,78,60,70,68,43,74,63,68,55,40,66,54,56,53,50,40,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
956,222870,24,175,72,0,3,3,78,60,65,67,57,58,68,57,44,62,55,68,67,65,63,62,77,78,76,59,84,67,46,70,58,63,47,57,60,69,43,58,58,60,57,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
957,224611,32,185,71,1,3,3,79,60,61,64,34,69,60,59,70,66,58,64,61,36,52,61,78,79,75,70,56,65,74,75,76,59,45,26,60,67,62,58,35,29,28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,65
958,224983,29,180,74,1,3,3,80,58,61,65,33,42,62,57,47,63,50,61,61,48,56,66,77,83,81,63,75,61,50,48,44,59,29,21,61,64,61,61,41,30,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
959,225266,23,180,68,0,3,3,74,57,64,69,60,60,66,56,55,66,42,66,65,56,61,69,76,73,78,61,81,62,86,68,54,57,56,58,60,62,48,65,62,62,61,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
960,226044,26,169,65,1,4,3,72,66,54,74,24,45,52,70,54,57,63,74,57,41,53,72,71,73,79,63,91,62,75,80,33,59,26,17,70,56,67,64,19,24,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
961,226438,24,183,75,0,3,2,64,36,55,63,61,69,62,33,58,61,36,62,42,43,50,62,66,63,68,61,69,40,59,80,65,36,68,60,49,49,37,54,62,62,61,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56
962,227961,23,170,68,0,3,2,81,31,55,64,57,64,60,27,43,57,30,63,33,32,57,58,82,81,82,57,89,24,57,88,58,37,52,57,57,57,40,61,58,59,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59
963,229171,26,180,71,0,3,3,86,59,56,67,44,57,57,57,43,63,55,67,53,42,45,66,91,81,81,58,77,65,62,67,53,57,55,40,61,57,56,50,45,45,46,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
964,229409,31,170,62,0,3,3,64,46,62,62,63,53,65,54,69,69,30,59,42,45,52,67,68,61,57,71,76,43,62,60,55,31,35,55,66,62,50,46,61,68,68,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,62
965,230455,21,187,77,1,4,3,74,56,59,72,22,47,64,51,63,60,54,73,38,60,59,71,78,70,82,56,76,68,77,48,48,57,38,13,57,57,51,62,15,26,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65
966,230511,33,177,72,0,4,3,90,64,52,71,23,52,51,65,56,61,67,77,41,43,52,64,89,91,77,56,74,62,45,44,61,59,41,23,61,44,77,55,18,17,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
967,230819,23,176,70,1,3,3,82,57,59,66,25,48,62,57,37,62,50,64,61,37,58,62,81,82,89,61,79,55,48,57,52,60,27,20,62,58,62,58,21,26,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65
968,231090,30,180,76,1,3,3,80,44,58,68,57,52,65,45,51,65,35,70,29,40,60,65,80,80,75,65,64,40,58,66,47,42,47,58,70,50,50,64,55,60,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65
969,231307,23,175,75,0,2,3,87,49,49,63,61,72,51,47,55,47,39,61,37,32,50,60,88,86,85,60,71,55,71,82,71,47,64,62,54,59,47,56,61,61,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
970,231322,23,178,70,0,3,3,76,60,59,67,29,48,61,66,61,61,54,70,44,46,56,66,76,76,74,52,64,60,71,32,60,50,33,19,60,62,51,52,30,28,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65
971,231500,27,180,75,0,1,2,61,45,64,62,61,65,63,35,58,66,36,61,66,52,62,62,60,62,68,63,65,69,74,75,61,49,60,64,46,67,38,62,60,61,59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,58
972,232308,28,184,77,1,4,3,77,62,58,67,38,69,62,61,48,59,56,66,63,54,56,65,77,77,75,66,68,66,63,67,72,63,63,41,62,55,57,65,30,40,37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65
973,232519,21,176,68,0,3,3,86,58,59,66,28,57,63,60,30,58,46,65,67,65,50,64,85,86,84,53,74,62,39,66,62,52,36,19,60,61,51,61,32,30,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
974,232540,27,171,68,0,4,2,74,52,57,66,56,72,63,52,44,57,59,67,59,54,55,65,73,74,75,64,76,55,64,89,67,47,64,55,65,55,46,45,57,59,59,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63
975,233018,24,171,65,1,4,4,82,62,59,68,25,67,65,60,61,64,50,67,40,34,47,65,83,82,81,62,74,67,78,78,61,62,64,17,67,64,60,70,34,12,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67
976,233227,25,175,67,1,2,3,86,56,57,68,25,51,63,55,45,58,40,69,55,53,50,66,88,85,75,58,71,58,55,63,48,55,40,15,61,57,63,60,37,17,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
977,233378,23,183,73,0,2,3,60,63,67,65,56,63,66,62,43,68,59,65,67,62,65,66,59,60,60,62,66,65,54,61,65,64,62,57,65,67,57,65,54,60,56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,64
978,233514,23,184,80,0,3,2,69,33,56,54,64,70,62,29,60,57,29,47,37,30,62,58,67,71,62,59,66,46,77,65,74,32,66,68,28,54,35,51,60,67,64,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51
979,233735,24,181,75,0,3,3,80,62,55,68,22,66,56,63,50,61,62,66,45,35,48,68,77,83,72,67,73,66,71,74,67,59,51,24,64,58,53,64,20,16,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
980,234293,33,167,69,1,3,3,72,58,62,67,55,62,60,56,52,64,50,64,55,62,60,65,72,72,87,62,79,64,70,73,56,60,59,52,68,64,46,66,55,58,54,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,65
981,234296,21,171,67,0,4,3,78,53,63,69,27,57,65,57,38,65,59,71,67,60,48,68,80,76,71,51,81,55,74,73,57,44,33,24,57,66,41,66,22,32,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
982,235347,23,185,70,0,2,2,71,52,60,62,62,62,64,46,56,61,39,62,64,55,55,61,71,71,70,59,61,64,70,64,63,59,57,64,54,56,37,58,60,64,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60
983,236248,21,174,72,1,4,3,75,60,59,69,23,52,51,58,44,65,45,67,53,45,60,67,78,72,80,62,84,64,61,66,53,60,31,28,66,59,62,59,20,15,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
984,236667,26,169,70,1,2,3,68,57,60,69,30,51,66,57,42,62,57,71,46,39,55,67,75,63,68,60,77,63,47,59,57,53,28,22,63,61,47,58,36,27,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65
985,236903,27,175,72,0,2,2,68,61,60,65,50,67,66,65,47,62,55,67,58,32,52,63,71,65,67,65,69,64,33,80,66,54,64,45,63,63,51,60,54,53,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65
986,237371,23,179,65,1,3,3,84,58,54,67,36,55,59,58,35,54,47,65,50,39,48,66,86,83,75,62,76,57,59,72,46,60,55,33,62,59,56,62,45,33,28,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
987,237718,23,178,64,0,3,3,89,62,55,67,28,58,49,65,56,60,54,67,49,46,48,67,92,86,78,58,72,60,67,59,60,59,50,19,59,59,63,53,23,30,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
988,238345,22,181,70,0,2,2,86,63,56,63,31,72,60,65,51,61,48,61,31,31,55,64,79,91,76,60,64,67,74,74,72,59,69,13,65,57,57,47,28,39,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
989,239119,28,178,73,0,2,2,71,56,61,61,57,68,65,52,55,60,55,59,64,59,61,60,70,71,72,59,73,62,70,83,62,56,65,57,59,60,57,55,55,60,58,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,61
