,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rm
1242,263941,22,181,73,1,3,2,77.0,61.0,60.0,68.0,30.0,49.0,67,62,65,63,53,68,49,51,47,71,78,76,74,59,63,63,56,42,55,57,40,30,67,60,63,59,29,22,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1243,263946,20,168,71,1,3,3,79.0,63.0,60.0,69.0,32.0,59.0,57,66,60,62,59,71,59,53,56,68,76,81,72,58,64,60,67,65,57,61,54,30,63,63,60,60,26,31,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1244,149791,39,168,71,0,3,3,51.0,65.0,68.0,69.0,48.0,39.0,69,64,46,68,61,66,68,66,67,67,53,49,76,66,86,67,32,34,42,64,39,43,64,68,70,72,48,52,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1245,160209,21,168,64,1,3,3,71.0,58.0,63.0,68.0,44.0,63.0,67,54,69,64,49,67,58,60,54,64,74,68,80,72,70,68,67,67,61,54,61,54,60,68,68,70,38,36,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1246,166539,24,178,77,1,3,3,79.0,58.0,59.0,69.0,39.0,63.0,58,59,40,61,55,69,66,40,53,66,82,77,80,60,77,67,69,67,61,50,63,42,59,64,53,65,50,29,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1247,173530,32,173,62,0,2,3,75.0,61.0,63.0,73.0,40.0,44.0,63,56,48,63,64,72,72,69,57,72,76,74,90,62,83,67,49,36,49,62,40,31,63,64,68,60,43,41,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1248,184156,31,174,72,1,4,3,70.0,57.0,61.0,67.0,64.0,66.0,64,54,53,62,54,66,62,59,59,66,72,68,71,62,76,62,72,66,64,59,68,64,64,57,58,66,66,64,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
1249,184696,34,175,72,1,3,3,67.0,63.0,65.0,70.0,41.0,64.0,66,63,58,65,52,72,55,55,63,70,70,64,69,59,75,70,63,65,63,55,66,50,64,70,78,67,46,27,33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1250,186450,32,177,74,1,4,3,83.0,60.0,59.0,69.0,20.0,57.0,60,55,20,60,27,69,58,59,54,66,84,82,79,64,75,70,52,59,64,69,36,28,64,62,57,61,22,15,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1251,187988,35,162,64,1,4,3,50.0,61.0,70.0,70.0,26.0,41.0,61,60,39,72,66,69,80,70,71,70,64,39,70,70,94,62,30,48,33,59,57,33,70,73,64,63,29,17,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66
1252,191556,33,168,69,0,2,3,47.0,61.0,68.0,69.0,42.0,65.0,73,64,61,65,47,66,78,72,64,69,39,53,75,67,80,59,87,71,62,59,59,42,67,68,54,71,53,31,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1253,192008,33,182,73,1,4,2,68.0,56.0,60.0,59.0,64.0,69.0,56,63,65,65,45,58,46,44,61,61,70,67,60,57,54,54,75,73,68,45,65,65,60,62,42,58,63,65,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1254,193426,30,180,80,0,3,4,72.0,66.0,61.0,70.0,39.0,62.0,63,65,50,64,66,70,67,62,47,66,73,72,75,65,78,73,74,63,62,63,59,52,62,64,67,71,29,35,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1255,197166,28,185,83,1,5,4,73.0,64.0,60.0,68.0,42.0,70.0,53,63,64,66,65,70,63,51,54,67,72,74,76,63,46,71,81,67,70,61,72,41,65,62,64,66,44,39,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1256,198235,28,168,77,1,3,3,90.0,61.0,59.0,68.0,26.0,51.0,61,61,39,61,40,65,52,62,56,63,90,90,93,60,91,61,75,66,38,66,60,28,62,58,63,62,24,25,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1257,199772,31,183,79,1,3,3,76.0,65.0,60.0,67.0,46.0,68.0,60,64,66,60,65,68,70,55,59,68,77,76,68,63,66,71,71,63,70,63,70,39,65,60,55,60,49,47,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1258,201114,28,178,70,1,3,3,82.0,61.0,61.0,68.0,28.0,61.0,61,61,56,63,55,66,66,59,59,66,81,83,80,63,77,64,73,70,63,62,43,29,58,58,58,62,34,17,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1259,202053,28,183,71,1,4,3,88.0,55.0,57.0,71.0,26.0,49.0,60,58,35,58,51,72,59,48,48,68,90,87,83,61,74,60,58,54,53,41,32,25,62,59,60,59,22,28,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1260,202231,32,175,64,1,4,3,66.0,60.0,64.0,66.0,64.0,65.0,66,54,57,64,56,64,72,53,59,66,64,67,75,64,77,71,73,70,62,60,64,66,66,66,60,64,65,65,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1261,203328,28,173,67,1,3,3,86.0,59.0,60.0,67.0,48.0,66.0,60,59,52,61,51,64,60,52,56,63,90,82,92,59,91,61,69,83,62,58,54,50,61,61,66,57,49,48,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1262,203368,28,181,73,1,2,3,72.0,64.0,66.0,63.0,42.0,59.0,66,60,52,65,48,61,75,73,66,63,73,71,74,60,67,72,63,68,62,69,41,31,64,64,60,53,46,44,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1263,204637,29,182,75,0,3,3,83.0,61.0,56.0,68.0,28.0,61.0,53,61,52,58,60,69,59,56,48,68,84,83,75,61,71,61,60,73,62,61,44,22,62,63,61,56,36,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1264,208974,28,171,67,1,5,4,75.0,64.0,60.0,69.0,45.0,62.0,62,62,48,60,55,71,69,48,60,65,76,74,80,58,80,71,63,65,62,68,57,42,63,57,42,57,46,43,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1265,210046,26,178,66,1,4,3,75.0,67.0,62.0,67.0,38.0,65.0,61,63,54,61,67,68,66,68,57,66,74,75,73,57,76,70,67,72,65,72,58,44,63,64,67,62,33,36,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1266,211825,27,173,68,1,3,3,76.0,52.0,65.0,67.0,57.0,64.0,68,52,39,65,40,65,74,66,64,64,79,73,85,60,86,60,62,82,57,42,57,59,58,62,63,60,58,60,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1267,212484,26,173,68,1,3,3,91.0,58.0,57.0,65.0,56.0,61.0,62,61,59,59,48,64,46,46,56,62,91,91,75,59,84,61,76,77,61,51,38,54,58,57,63,56,56,57,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1268,215755,30,183,83,1,3,3,75.0,67.0,59.0,65.0,27.0,64.0,59,72,57,63,57,65,47,40,53,61,73,77,76,67,70,65,75,76,69,64,35,14,64,63,58,65,44,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1269,216134,31,175,72,1,3,2,73.0,37.0,58.0,65.0,59.0,71.0,67,36,49,60,38,65,61,27,54,65,73,73,71,59,73,37,49,77,72,30,64,59,63,54,37,55,60,61,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1270,219458,30,180,76,1,3,3,78.0,61.0,61.0,68.0,45.0,67.0,62,61,58,61,51,66,55,53,54,67,79,78,80,64,73,65,78,78,67,58,48,41,67,67,59,63,49,41,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1271,221425,29,172,68,1,4,3,74.0,64.0,64.0,67.0,52.0,66.0,62,65,45,66,64,65,64,59,64,66,77,71,78,67,75,65,63,75,62,61,65,48,66,65,54,58,50,60,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1272,221620,27,183,71,1,3,2,76.0,54.0,60.0,66.0,63.0,70.0,55,53,57,67,54,63,56,33,59,67,73,78,76,67,62,60,73,81,66,53,65,64,60,60,40,63,63,64,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1273,221756,25,169,60,0,4,3,87.0,54.0,59.0,67.0,37.0,50.0,62,55,60,61,42,68,61,60,55,60,86,88,84,68,79,55,86,67,32,53,64,30,62,55,42,53,41,33,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1274,221772,27,173,73,0,3,3,86.0,55.0,61.0,69.0,27.0,64.0,60,54,42,62,54,68,60,59,60,66,87,85,86,58,78,63,80,71,64,51,53,28,57,60,51,56,21,26,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1275,221857,28,170,66,1,3,3,72.0,58.0,63.0,66.0,66.0,63.0,58,53,55,67,73,63,59,53,64,64,73,72,82,73,77,65,61,76,55,57,68,66,65,62,54,62,70,64,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1276,222329,24,174,60,1,2,3,88.0,57.0,60.0,66.0,41.0,63.0,59,57,49,64,52,65,56,38,59,63,86,89,82,57,83,60,64,72,60,56,57,41,60,59,50,62,44,38,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1277,222350,28,179,69,0,3,3,78.0,61.0,59.0,66.0,46.0,63.0,59,62,52,62,55,65,61,44,53,66,80,77,76,62,67,66,62,79,61,58,50,41,58,62,56,59,52,44,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1278,222506,28,180,67,1,3,3,76.0,66.0,62.0,67.0,42.0,66.0,57,68,61,64,42,68,57,72,60,65,80,73,81,59,69,72,61,72,65,66,64,47,64,66,48,52,34,40,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1279,222620,30,170,72,1,3,3,81.0,59.0,58.0,67.0,44.0,66.0,64,60,53,58,62,68,57,53,54,64,77,84,61,65,88,62,85,62,66,56,67,48,64,55,50,60,31,52,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1280,223629,27,174,70,1,3,3,80.0,61.0,60.0,66.0,27.0,62.0,59,63,55,63,36,66,63,48,57,64,80,80,77,59,77,66,76,80,62,58,35,21,62,60,56,48,32,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1281,224662,24,174,71,1,3,3,86.0,55.0,59.0,70.0,46.0,57.0,59,57,43,64,49,72,57,49,47,65,90,82,77,60,82,63,68,72,56,48,39,50,50,63,49,60,40,48,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1282,225584,27,172,75,1,2,3,83.0,61.0,64.0,68.0,45.0,57.0,66,58,60,65,55,66,62,65,61,64,90,77,89,62,80,65,62,47,59,62,65,49,61,62,70,62,37,48,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1283,225715,30,178,70,0,4,3,75.0,64.0,64.0,68.0,38.0,61.0,64,64,59,64,50,66,69,62,63,67,69,79,84,49,81,65,75,81,57,66,43,32,62,63,59,63,43,33,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1284,225734,26,185,74,0,3,3,92.0,61.0,56.0,64.0,55.0,65.0,59,58,54,58,52,65,54,39,51,64,93,91,70,57,61,71,68,74,63,59,56,57,60,59,58,59,55,54,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1285,225798,24,173,67,1,3,3,80.0,37.0,59.0,69.0,55.0,60.0,63,40,40,65,28,67,31,33,57,69,85,75,78,61,85,36,76,82,49,30,56,60,53,60,40,55,52,57,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1286,226395,27,177,75,1,3,3,80.0,54.0,61.0,68.0,29.0,56.0,57,58,42,65,47,68,48,68,55,68,79,80,79,57,79,54,57,59,60,48,42,25,61,63,50,46,25,29,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1287,226705,24,180,65,0,4,3,90.0,56.0,56.0,66.0,39.0,54.0,57,57,49,58,48,65,44,38,51,62,92,89,84,59,80,60,83,81,37,51,55,38,62,61,43,46,34,38,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1288,226711,31,180,72,0,2,3,67.0,61.0,65.0,71.0,41.0,57.0,64,57,28,64,57,72,70,70,62,72,70,64,78,55,71,70,58,58,57,62,54,43,65,66,61,67,35,48,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1289,227868,27,180,66,1,3,3,90.0,64.0,58.0,68.0,30.0,52.0,56,65,60,62,62,69,60,43,54,65,89,90,80,65,75,67,87,55,53,62,39,36,65,61,52,57,21,24,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1290,228632,27,188,86,1,4,3,90.0,58.0,58.0,62.0,53.0,75.0,62,58,56,61,44,62,58,47,52,60,85,94,67,62,64,66,63,79,76,56,71,49,62,55,48,59,52,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1291,228768,24,177,74,1,3,3,73.0,62.0,58.0,71.0,27.0,60.0,58,62,54,62,57,73,64,33,49,70,76,71,72,64,71,67,65,55,63,57,56,24,65,64,55,68,25,23,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1292,228983,24,189,84,1,3,2,57.0,25.0,55.0,56.0,66.0,70.0,58,18,62,62,24,56,23,25,57,61,53,60,38,63,53,42,45,66,76,21,68,66,22,54,33,67,65,69,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55
1293,229354,23,168,71,0,4,4,73.0,56.0,69.0,72.0,38.0,50.0,71,56,45,68,53,71,73,65,69,69,78,68,92,55,91,61,41,61,44,51,53,32,58,70,62,60,31,45,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1294,229516,24,172,71,1,4,3,82.0,60.0,64.0,71.0,51.0,49.0,70,64,39,64,42,72,67,63,62,69,82,82,80,54,82,61,44,64,43,56,45,52,61,60,60,58,50,57,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
1295,229707,24,170,68,1,3,3,77.0,65.0,59.0,72.0,29.0,58.0,58,67,52,67,52,74,58,41,57,68,77,77,80,53,81,65,84,57,59,65,52,18,62,54,53,65,20,36,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1296,229998,24,176,70,1,3,2,83.0,40.0,55.0,62.0,59.0,64.0,62,39,43,60,40,59,57,33,54,61,84,82,78,59,80,46,73,82,56,34,60,58,52,46,42,50,60,63,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
1297,230079,25,166,68,1,3,3,91.0,61.0,56.0,70.0,32.0,49.0,55,60,49,62,65,68,62,38,45,66,91,91,92,60,92,64,78,59,42,59,45,21,60,60,60,64,50,21,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67
1298,230150,28,168,60,1,3,3,81.0,62.0,60.0,68.0,30.0,59.0,63,59,46,63,58,65,71,46,58,66,81,81,90,55,90,71,60,81,48,61,61,25,63,56,61,59,25,34,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1299,231005,24,181,75,1,4,3,90.0,57.0,57.0,67.0,45.0,69.0,62,59,41,55,53,68,56,57,49,66,91,90,77,53,65,58,63,68,72,56,65,43,54,62,50,60,46,48,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1300,231408,22,182,64,1,4,3,87.0,61.0,55.0,68.0,24.0,58.0,57,64,64,62,50,70,53,34,44,64,85,88,78,63,73,66,65,63,65,56,30,16,64,57,50,55,22,17,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1301,231624,29,186,81,1,4,3,79.0,62.0,56.0,65.0,28.0,69.0,63,62,58,59,68,66,57,39,44,62,76,81,68,66,67,70,73,70,76,54,51,26,70,55,52,63,29,22,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1302,231951,24,173,76,0,4,3,89.0,59.0,60.0,66.0,54.0,66.0,64,59,49,61,53,64,64,53,55,63,88,90,87,57,81,60,80,75,65,58,54,53,59,61,55,59,54,56,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1303,232000,23,173,65,1,3,3,72.0,63.0,59.0,72.0,27.0,46.0,57,63,62,66,62,73,55,27,54,70,77,67,72,68,83,62,66,50,47,62,34,16,64,59,62,70,41,12,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1304,232166,27,183,75,1,3,3,66.0,64.0,65.0,66.0,49.0,68.0,66,66,65,70,51,67,60,59,60,68,63,69,64,64,59,69,65,70,68,56,66,54,66,63,66,61,47,43,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1305,232513,29,166,60,1,3,2,71.0,58.0,64.0,67.0,49.0,49.0,67,60,47,69,41,63,59,50,65,65,73,69,90,60,88,60,93,69,35,57,48,40,60,57,49,60,60,45,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1306,232636,23,175,64,1,4,2,73.0,32.0,56.0,60.0,62.0,60.0,61,28,56,61,30,57,36,34,53,62,70,76,59,62,73,37,76,69,56,30,56,62,56,56,33,53,61,63,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1307,232669,22,175,65,0,3,3,75.0,63.0,68.0,67.0,48.0,57.0,67,62,44,67,60,65,70,64,65,67,80,70,71,62,81,66,53,64,51,65,63,51,58,72,64,64,51,47,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1308,233170,34,175,70,1,3,3,74.0,50.0,62.0,66.0,50.0,71.0,68,52,44,64,44,66,52,61,61,64,69,78,73,62,70,52,46,90,66,44,64,59,61,57,52,57,24,66,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1309,233309,22,178,66,1,3,2,71.0,46.0,60.0,62.0,62.0,65.0,66,48,58,63,36,59,63,33,59,62,72,71,70,59,70,52,62,72,65,37,59,62,64,57,38,65,59,66,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64
1310,233442,22,176,70,1,3,3,88.0,59.0,57.0,70.0,60.0,62.0,55,58,46,61,63,70,61,34,60,69,87,89,77,58,83,59,62,64,61,62,62,60,63,53,42,51,59,64,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1311,233727,21,182,69,1,3,3,81.0,60.0,59.0,64.0,45.0,62.0,64,61,49,62,59,64,39,32,57,65,81,81,61,59,76,60,66,72,69,57,33,43,60,64,62,62,45,47,43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1312,234298,28,172,72,1,3,3,80.0,57.0,62.0,66.0,58.0,67.0,66,55,49,63,51,65,63,64,60,67,81,80,73,58,72,62,74,80,66,61,50,60,59,59,52,57,58,58,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1313,235419,26,171,70,1,4,3,79.0,63.0,60.0,72.0,34.0,57.0,61,63,55,63,58,71,71,70,53,68,82,76,91,63,90,66,60,74,51,63,50,25,65,54,53,61,35,32,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
1314,235769,22,175,65,1,3,3,84.0,61.0,57.0,67.0,29.0,56.0,60,63,53,59,42,65,48,47,51,63,83,84,82,59,84,63,65,79,52,60,36,19,63,60,51,62,33,25,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1315,235855,22,175,75,1,3,3,88.0,62.0,54.0,71.0,21.0,57.0,52,64,56,58,55,74,51,39,48,68,90,86,78,65,78,66,60,66,59,55,42,18,64,57,60,55,14,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1316,236617,23,179,69,1,4,3,77.0,57.0,64.0,68.0,60.0,55.0,71,58,59,66,66,67,62,58,59,68,75,79,76,63,70,58,73,62,59,52,32,56,64,60,54,68,62,63,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
