,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,cm
1889,233272,25,187,79,1,3,2,65.0,58.0,65.0,64.0,64.0,78.0,63,51,62,65,52,61,62,65,64,64,68,63,64,68,73,69,79,81,79,65,71,64,57,67,55,68,63,65,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1890,233569,31,173,69,1,4,3,56.0,53.0,64.0,63.0,68.0,57.0,56,39,53,72,30,56,38,36,69,68,62,51,67,64,82,70,59,76,47,71,59,73,55,70,69,60,71,66,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1891,233840,23,185,67,1,3,2,68.0,46.0,58.0,61.0,64.0,71.0,41,42,54,67,39,58,41,42,67,63,69,68,68,66,60,55,66,69,71,52,73,67,38,60,46,50,65,64,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1892,233957,23,185,65,0,3,2,59.0,54.0,65.0,65.0,64.0,65.0,52,52,63,75,47,63,51,47,75,67,63,55,59,65,68,68,58,75,61,47,63,63,56,60,54,75,62,66,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1893,233961,24,176,68,1,4,3,77.0,64.0,64.0,70.0,57.0,64.0,59,70,59,70,55,68,57,45,62,73,81,73,76,65,64,61,64,75,64,59,52,55,73,65,50,71,52,62,56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1894,234107,23,180,72,1,3,2,64.0,52.0,65.0,68.0,62.0,69.0,54,49,55,75,36,66,41,54,71,73,63,65,67,68,54,59,60,76,68,55,63,65,45,64,56,67,62,63,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1895,234196,24,171,70,1,4,3,68.0,63.0,65.0,70.0,52.0,61.0,60,64,38,67,43,70,69,67,68,68,72,64,73,66,83,65,75,77,50,59,63,62,67,65,68,68,41,60,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1896,234223,25,178,72,1,3,3,67.0,53.0,62.0,67.0,61.0,79.0,53,47,58,70,44,65,45,40,68,70,68,66,69,70,58,73,74,80,80,52,74,65,60,63,41,59,58,62,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1897,234282,25,190,81,1,3,2,59.0,40.0,56.0,61.0,67.0,73.0,44,39,62,67,22,64,32,37,62,62,54,63,55,62,37,40,45,70,78,44,72,67,51,53,40,57,70,68,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
1898,234622,28,184,78,1,3,3,58.0,59.0,62.0,63.0,64.0,77.0,60,57,54,65,54,61,45,42,63,65,57,59,67,62,59,65,74,81,82,61,62,66,58,65,52,67,66,65,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1899,234891,24,182,73,1,3,3,63.0,51.0,65.0,71.0,61.0,60.0,56,46,58,71,43,69,50,63,66,72,66,60,73,67,75,56,66,74,57,57,48,57,55,68,53,69,63,64,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1900,234892,25,180,75,1,2,3,72.0,61.0,65.0,71.0,42.0,58.0,54,57,46,74,50,74,56,53,71,70,68,75,71,60,64,68,52,68,58,66,47,39,54,62,60,69,27,51,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1901,234948,23,172,64,1,4,3,73.0,61.0,63.0,74.0,51.0,62.0,58,56,41,70,49,73,36,42,66,73,74,73,83,65,84,73,83,72,51,70,70,55,61,66,40,71,43,58,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1902,235022,23,184,84,1,3,3,57.0,65.0,70.0,69.0,44.0,63.0,73,56,45,69,55,71,68,71,71,70,65,51,59,66,71,82,51,60,73,74,47,32,59,68,59,64,51,42,52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1903,235242,22,193,79,1,3,2,61.0,68.0,65.0,66.0,55.0,68.0,57,69,66,68,68,66,67,62,67,68,57,65,62,66,59,72,60,72,68,67,65,62,71,64,52,68,42,59,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1904,235471,27,180,75,1,3,3,62.0,67.0,66.0,67.0,42.0,69.0,63,68,44,68,54,68,62,64,64,66,71,54,70,63,63,68,51,93,67,65,48,47,66,68,67,64,40,42,38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1905,235537,21,177,71,1,3,2,67.0,67.0,62.0,65.0,64.0,68.0,48,65,63,70,54,62,49,36,68,65,69,66,66,70,75,74,70,72,67,69,63,64,64,67,65,69,68,61,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1906,235570,23,180,75,1,3,2,63.0,68.0,61.0,69.0,62.0,73.0,50,67,65,68,58,70,52,48,59,71,60,65,67,70,59,70,59,75,82,69,52,61,70,67,66,59,60,64,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1907,235942,23,183,76,1,3,3,47.0,48.0,68.0,68.0,54.0,57.0,62,36,29,74,38,68,52,58,70,73,62,34,62,69,60,55,33,63,48,71,77,47,57,69,40,57,62,59,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1908,236144,21,181,75,1,3,2,69.0,52.0,61.0,61.0,65.0,65.0,45,53,57,71,22,62,35,38,65,63,67,70,43,66,68,40,60,68,65,65,62,65,73,69,42,70,64,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1909,236288,24,173,70,1,3,3,80.0,60.0,63.0,69.0,62.0,72.0,60,56,49,68,55,67,54,49,66,66,78,81,79,69,82,69,82,86,65,64,68,67,60,63,46,67,65,62,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1910,236344,21,176,68,1,3,2,64.0,51.0,62.0,67.0,61.0,63.0,49,48,48,72,45,66,46,42,70,70,65,63,62,69,65,54,44,72,56,51,74,65,58,62,57,64,59,65,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1911,236657,22,184,84,1,3,2,70.0,65.0,68.0,63.0,65.0,76.0,64,60,52,72,52,57,61,61,69,68,72,69,68,65,70,78,70,71,85,69,62,67,65,66,49,64,67,67,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
1912,236859,29,174,80,1,3,2,58.0,34.0,61.0,54.0,62.0,75.0,59,29,62,69,31,47,34,35,71,57,62,54,60,62,67,49,76,92,71,31,63,65,33,54,36,60,59,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62
1913,237407,21,182,75,1,3,2,59.0,58.0,66.0,65.0,65.0,69.0,65,56,52,69,48,66,64,60,66,68,53,63,50,66,67,63,76,78,63,64,69,70,58,63,50,66,69,65,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1914,237452,27,171,67,1,3,2,69.0,59.0,64.0,67.0,55.0,65.0,53,53,39,72,49,64,52,55,63,69,70,69,70,65,77,68,70,83,60,63,54,66,64,68,64,63,56,53,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1915,237490,22,168,65,1,2,3,65.0,51.0,64.0,70.0,59.0,63.0,58,52,35,71,46,67,60,40,67,69,68,62,83,68,91,55,61,91,45,44,75,64,58,64,49,66,61,61,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1916,237742,26,179,80,1,4,3,66.0,53.0,65.0,67.0,61.0,76.0,61,55,68,72,38,66,56,39,64,73,63,69,61,69,61,54,75,80,80,50,62,60,62,65,40,62,59,64,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
1917,237789,27,183,73,1,3,2,54.0,42.0,55.0,55.0,68.0,70.0,43,38,66,65,36,46,39,33,53,65,61,49,52,64,60,53,69,76,72,37,59,69,54,58,38,61,67,69,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
1918,237797,35,171,66,1,2,3,75.0,59.0,66.0,69.0,61.0,63.0,66,58,38,66,44,68,61,62,67,68,76,74,75,63,78,57,54,74,58,62,62,65,71,69,57,66,61,66,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1919,238049,21,170,66,0,3,2,73.0,58.0,68.0,69.0,56.0,65.0,59,53,42,71,56,67,63,65,70,66,76,71,81,65,82,62,68,80,59,63,58,49,63,70,60,69,65,58,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1920,238056,23,182,76,0,2,2,62.0,42.0,58.0,58.0,63.0,78.0,46,32,61,67,36,55,41,37,64,62,59,64,60,61,58,58,72,83,78,52,75,65,33,58,49,57,63,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1921,238062,22,178,70,1,3,2,54.0,46.0,62.0,65.0,66.0,63.0,51,36,55,68,37,66,45,47,66,62,53,55,64,62,70,61,63,72,58,55,65,68,45,66,48,69,66,66,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1922,238270,23,189,80,1,3,2,63.0,55.0,57.0,60.0,66.0,74.0,49,52,68,65,39,56,41,33,57,63,56,69,61,65,64,66,60,75,73,57,79,66,60,59,44,59,68,66,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64
1923,238277,25,178,76,1,3,3,76.0,62.0,64.0,68.0,51.0,61.0,51,62,47,69,59,69,61,60,67,68,73,78,70,68,66,64,58,65,57,63,65,60,59,68,48,60,44,53,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1924,238379,21,185,81,1,3,3,71.0,49.0,65.0,73.0,62.0,70.0,64,55,60,72,32,73,45,40,64,72,69,72,76,70,77,51,74,74,69,38,67,59,62,68,41,65,64,65,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1925,238461,23,191,83,1,3,2,53.0,54.0,61.0,65.0,62.0,71.0,49,52,68,71,32,66,38,41,70,71,50,56,52,62,49,59,64,65,77,61,66,62,59,61,45,57,56,68,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1926,238775,22,170,60,1,3,3,80.0,59.0,62.0,68.0,39.0,52.0,62,61,37,64,51,64,55,60,58,64,80,80,89,62,94,62,43,80,32,55,67,22,62,62,59,62,45,43,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
1927,238944,28,180,70,1,3,3,61.0,58.0,69.0,70.0,55.0,65.0,65,57,52,71,45,71,61,61,73,70,66,57,66,64,70,58,56,72,60,65,70,61,57,68,57,71,54,53,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1928,239091,25,183,84,0,3,2,69.0,42.0,59.0,62.0,65.0,81.0,55,32,61,65,29,63,34,38,60,63,66,72,55,60,62,56,69,83,85,54,72,71,48,64,44,63,65,63,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1929,239215,23,180,76,1,3,3,71.0,60.0,63.0,70.0,54.0,61.0,50,64,50,69,52,70,54,55,72,71,73,69,74,64,73,54,52,70,65,61,43,62,60,64,56,52,39,65,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1930,239558,21,178,74,1,3,3,70.0,44.0,59.0,64.0,66.0,73.0,52,39,60,67,48,62,50,49,61,64,69,71,69,64,71,59,61,75,73,37,73,65,51,57,51,63,66,69,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64
1931,239629,23,180,74,1,3,2,76.0,58.0,64.0,67.0,59.0,61.0,53,58,54,73,49,70,43,41,70,66,77,75,70,65,53,60,53,71,58,55,60,61,68,65,55,55,56,65,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1932,239642,22,181,70,1,3,3,63.0,53.0,59.0,67.0,60.0,65.0,40,53,40,67,45,67,50,35,68,70,67,59,62,70,69,54,59,79,64,53,51,64,58,65,46,63,58,67,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1933,240498,24,175,74,1,3,2,72.0,64.0,63.0,70.0,66.0,73.0,56,60,60,70,41,72,56,49,67,68,73,71,76,60,75,73,67,79,71,73,73,65,64,61,49,62,63,71,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1934,240638,22,185,73,1,3,3,76.0,61.0,67.0,70.0,58.0,66.0,64,59,55,70,51,69,57,56,68,70,77,75,79,70,68,67,69,73,63,64,63,58,56,67,57,70,62,56,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1935,240653,23,170,61,0,3,2,68.0,61.0,68.0,69.0,59.0,59.0,65,59,54,71,34,67,68,54,69,69,67,68,80,60,81,69,79,72,55,69,48,61,55,69,48,66,57,60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1936,240903,25,184,74,1,3,2,50.0,62.0,60.0,61.0,65.0,68.0,43,62,63,69,34,63,38,37,66,67,43,55,37,65,49,66,71,75,73,67,44,69,65,67,50,57,65,66,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1937,240992,25,181,75,1,3,3,69.0,64.0,68.0,69.0,64.0,67.0,71,67,57,71,59,67,70,73,67,72,68,69,71,66,66,65,72,75,60,56,72,62,63,61,64,66,63,68,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1938,241016,30,181,75,1,3,2,65.0,55.0,64.0,67.0,61.0,71.0,56,47,55,69,46,66,56,52,67,69,67,64,66,65,70,65,65,73,70,62,72,65,66,66,50,62,59,63,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1939,241093,23,185,75,1,3,2,59.0,53.0,64.0,65.0,63.0,75.0,58,47,62,68,41,64,59,46,63,67,57,61,62,70,60,70,59,80,82,57,57,65,49,67,41,69,62,64,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1940,241833,24,168,65,1,2,2,76.0,57.0,65.0,68.0,60.0,69.0,53,57,47,75,45,67,51,59,65,65,81,72,81,61,82,61,79,80,61,58,75,63,60,66,53,57,60,62,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1941,242058,25,180,70,1,2,2,55.0,50.0,61.0,64.0,62.0,68.0,54,49,55,69,43,63,38,43,66,68,61,50,67,63,65,54,52,71,69,51,66,66,60,62,35,50,61,63,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1942,242332,19,170,61,1,4,3,64.0,62.0,65.0,71.0,59.0,65.0,48,63,58,72,53,68,70,65,64,68,67,62,84,66,91,61,79,73,59,64,64,54,66,69,60,68,58,67,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1943,242393,21,175,70,1,3,3,67.0,56.0,67.0,69.0,56.0,63.0,63,58,45,73,43,67,51,40,67,71,70,65,76,63,74,53,75,72,60,57,54,55,61,69,44,70,59,59,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1944,242753,20,175,65,0,3,3,65.0,48.0,67.0,72.0,57.0,56.0,58,44,57,73,40,72,58,43,70,72,67,64,77,69,79,60,57,59,54,43,57,59,58,71,51,66,55,59,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1945,242863,24,182,65,1,3,2,68.0,51.0,61.0,64.0,61.0,70.0,46,53,54,72,39,63,50,37,65,65,66,70,63,63,65,51,68,75,66,47,74,66,61,62,42,60,58,61,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1946,242937,24,170,68,0,3,4,76.0,63.0,65.0,69.0,61.0,51.0,67,62,32,70,41,71,45,38,68,69,78,74,66,62,79,73,37,64,46,65,50,66,63,65,52,60,64,64,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1947,242999,22,177,66,0,3,3,63.0,65.0,70.0,69.0,56.0,39.0,70,64,51,68,53,71,73,75,64,68,64,63,69,66,68,68,43,34,38,70,48,53,62,74,63,67,59,56,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1948,243222,22,180,76,1,3,3,69.0,54.0,62.0,65.0,67.0,73.0,54,54,63,68,58,63,58,36,65,67,70,68,64,69,71,52,69,91,67,56,67,69,59,66,47,65,68,68,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1949,243478,20,175,71,0,3,3,57.0,53.0,63.0,72.0,59.0,60.0,43,50,58,73,39,72,58,56,65,74,60,54,66,65,79,58,63,64,57,55,60,58,62,65,58,69,55,65,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1950,243520,21,178,65,1,4,2,70.0,59.0,61.0,68.0,65.0,69.0,52,58,54,68,40,67,42,43,67,68,69,70,75,64,76,63,67,86,61,62,67,65,58,64,56,65,64,68,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1951,243642,23,180,74,0,2,3,83.0,64.0,64.0,68.0,58.0,59.0,60,64,38,72,58,68,53,28,68,69,79,86,75,62,59,67,36,68,60,64,51,62,61,64,52,60,49,67,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1952,243664,25,171,67,1,3,3,73.0,52.0,65.0,68.0,57.0,66.0,65,48,31,66,48,67,59,56,62,65,71,75,81,63,85,61,70,85,56,53,68,58,60,68,35,61,56,65,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1953,243733,24,179,70,1,3,2,76.0,54.0,59.0,62.0,66.0,75.0,56,50,62,63,47,60,50,43,63,61,74,77,68,63,74,61,77,78,73,60,76,66,47,58,46,66,65,69,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64
1954,243834,21,182,73,0,2,4,77.0,53.0,67.0,70.0,41.0,59.0,67,50,46,68,56,71,67,52,64,69,78,77,77,58,60,60,57,63,59,54,56,37,61,72,41,66,41,42,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1955,243852,30,172,66,1,3,3,76.0,58.0,66.0,69.0,55.0,67.0,57,54,55,73,54,68,55,53,74,68,74,77,68,65,83,64,67,70,68,58,59,57,61,62,61,68,50,58,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1956,243968,27,177,69,1,3,3,73.0,68.0,62.0,73.0,34.0,56.0,56,69,52,66,59,76,62,64,64,71,79,68,80,60,74,70,73,59,58,67,42,27,62,57,62,59,30,38,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64
1957,243995,23,190,79,1,2,2,65.0,48.0,55.0,57.0,67.0,81.0,45,38,64,60,41,54,48,43,60,61,67,63,59,66,40,64,68,81,84,53,75,68,55,56,48,58,68,67,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
1958,244023,23,190,75,1,4,3,68.0,65.0,63.0,68.0,37.0,61.0,57,67,67,66,53,69,58,71,59,70,65,70,65,65,55,68,38,54,77,61,33,26,66,67,68,64,41,39,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1959,244375,27,180,74,0,2,2,66.0,51.0,62.0,51.0,64.0,59.0,45,39,47,71,37,42,36,67,73,56,65,67,50,70,67,69,60,71,52,71,63,65,45,59,35,60,66,66,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1960,244514,30,181,77,1,3,2,60.0,37.0,64.0,57.0,60.0,69.0,48,30,49,76,33,51,36,35,71,65,66,55,59,65,61,52,65,74,69,37,62,62,52,66,38,53,64,59,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1961,244669,22,185,78,1,3,2,64.0,53.0,62.0,65.0,59.0,73.0,46,49,53,71,42,66,39,45,70,70,61,67,57,64,62,59,64,72,74,58,72,64,57,68,44,52,58,60,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1962,244889,22,182,73,1,3,2,64.0,54.0,59.0,65.0,62.0,70.0,42,53,57,68,46,62,62,45,66,70,64,64,67,62,66,55,59,78,68,56,69,64,46,59,61,64,61,63,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1963,244941,25,179,72,1,4,3,70.0,63.0,66.0,68.0,43.0,68.0,64,64,58,70,53,68,70,68,60,67,72,69,77,62,71,62,74,81,64,65,62,51,64,65,68,62,34,45,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
