,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,cb
1726,236467,23,185,80,1,2,3,61.0,40.0,62.0,61.0,66.0,69.0,45,38,66,69,39,56,55,48,73,63,59,63,67,64,65,52,74,66,73,35,60,65,34,62,33,65,65,67,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
1727,236508,25,187,78,0,3,2,60.0,30.0,48.0,52.0,68.0,66.0,59,23,64,60,35,44,28,32,39,59,62,58,57,63,48,45,80,60,69,27,61,68,33,32,41,55,67,71,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1728,237415,21,179,75,1,2,2,74.0,38.0,54.0,64.0,64.0,65.0,60,38,54,59,28,64,42,31,51,64,73,75,69,64,67,39,71,71,66,36,54,64,55,50,35,53,62,69,63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1729,237658,22,190,76,1,3,2,52.0,28.0,43.0,49.0,68.0,73.0,23,16,64,60,22,40,26,38,54,60,53,52,44,60,50,53,68,72,75,28,70,67,22,30,42,67,70,69,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1730,237789,27,183,73,1,3,2,54.0,42.0,55.0,55.0,68.0,70.0,43,38,66,65,36,46,39,33,53,65,61,49,52,64,60,53,69,76,72,37,59,69,54,58,38,61,67,69,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1731,238014,31,179,80,0,3,2,42.0,41.0,57.0,60.0,66.0,74.0,63,34,66,63,28,57,46,35,65,63,44,40,52,65,67,59,68,75,74,40,74,68,43,41,41,68,63,68,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1732,238037,25,181,77,1,3,2,50.0,40.0,47.0,51.0,67.0,70.0,39,36,63,60,32,41,33,32,58,58,69,35,62,66,64,56,74,61,75,34,67,66,36,31,40,55,67,69,68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1733,238270,23,189,80,1,3,2,63.0,55.0,57.0,60.0,66.0,74.0,49,52,68,65,39,56,41,33,57,63,56,69,61,65,64,66,60,75,73,57,79,66,60,59,44,59,68,66,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1734,238389,21,188,80,1,3,2,47.0,30.0,48.0,55.0,68.0,67.0,23,16,68,62,28,58,28,28,60,55,49,46,42,68,51,57,67,64,69,32,67,70,31,48,31,54,70,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1735,238446,23,184,82,1,3,2,54.0,29.0,46.0,48.0,68.0,58.0,33,26,75,68,32,40,30,28,41,61,47,60,32,60,55,41,68,34,65,25,66,64,23,31,30,52,63,71,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1736,238479,29,184,74,1,2,2,53.0,43.0,51.0,56.0,66.0,78.0,40,38,57,62,30,52,27,32,54,55,54,53,62,69,66,62,76,74,79,40,82,68,42,49,41,59,64,68,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1737,238563,27,187,73,1,3,2,58.0,43.0,63.0,64.0,66.0,72.0,62,30,58,68,39,63,43,40,66,66,54,62,65,61,63,60,59,81,73,58,62,70,36,63,43,61,65,68,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1738,238940,29,186,79,1,2,2,63.0,45.0,51.0,50.0,67.0,75.0,49,41,71,57,32,43,29,28,50,55,62,63,53,63,46,55,66,66,82,48,72,64,45,56,41,60,67,67,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1739,239050,28,183,78,1,3,2,51.0,25.0,42.0,47.0,70.0,65.0,32,23,73,59,23,35,22,22,38,51,49,53,59,67,65,34,72,64,72,16,49,68,20,35,51,59,68,73,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1740,239118,27,185,80,1,3,2,58.0,34.0,44.0,48.0,67.0,80.0,29,28,68,58,23,39,26,27,48,51,54,61,66,62,55,39,81,81,84,44,67,66,33,38,32,62,65,68,66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
1741,239363,24,183,80,1,3,2,54.0,31.0,47.0,54.0,69.0,67.0,33,25,65,66,32,51,38,31,48,58,54,54,43,60,65,48,69,61,69,27,67,69,27,32,41,62,67,71,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1742,239512,21,184,76,1,3,2,65.0,56.0,64.0,64.0,67.0,71.0,58,52,62,69,48,61,63,63,64,66,68,62,68,61,72,66,67,77,70,55,65,68,58,63,56,67,66,70,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1743,239513,22,193,78,0,3,3,75.0,45.0,54.0,63.0,63.0,73.0,62,39,55,56,47,64,49,44,48,62,71,78,67,58,67,59,44,77,76,41,69,62,55,53,52,58,63,65,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1744,240640,30,180,72,1,4,2,66.0,33.0,52.0,60.0,69.0,67.0,56,32,69,59,27,60,36,41,50,59,64,68,62,63,66,32,64,70,65,30,70,64,48,43,42,60,68,72,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1745,240677,26,180,75,0,3,3,61.0,60.0,65.0,67.0,64.0,71.0,64,56,58,68,56,64,67,48,69,67,55,65,70,64,80,68,71,74,73,66,61,65,61,61,48,70,66,64,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1746,240859,21,187,72,1,2,2,61.0,35.0,48.0,51.0,67.0,69.0,31,24,67,63,34,39,31,35,58,59,60,61,61,63,68,54,76,67,71,37,65,65,33,41,49,58,67,70,66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1747,240908,23,189,78,1,3,2,34.0,42.0,54.0,60.0,70.0,70.0,39,41,65,68,32,59,33,29,59,67,35,33,57,56,41,54,52,71,74,33,62,66,41,51,40,54,70,74,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70
1748,241411,21,189,82,1,2,2,59.0,25.0,53.0,53.0,66.0,72.0,53,20,67,60,24,50,46,25,56,57,54,63,48,60,55,35,74,63,80,20,65,65,37,46,37,58,64,67,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1749,241507,21,192,85,1,3,2,68.0,26.0,45.0,46.0,66.0,79.0,28,24,66,58,25,42,21,22,57,49,71,66,47,62,51,36,79,76,84,19,68,65,32,42,25,50,66,66,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1750,241590,21,196,91,1,5,2,62.0,33.0,43.0,52.0,68.0,70.0,34,29,69,61,34,51,29,28,45,57,55,67,42,59,38,47,55,55,83,26,62,65,36,28,43,59,67,70,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1751,241745,34,184,78,0,3,2,70.0,24.0,54.0,60.0,64.0,56.0,68,20,55,60,20,60,28,29,65,62,71,70,65,60,49,24,56,70,52,27,48,61,42,32,35,53,61,69,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1752,241810,22,186,78,1,3,2,53.0,36.0,49.0,55.0,67.0,67.0,38,30,63,64,33,51,34,36,50,63,50,55,38,62,61,47,78,59,70,36,67,66,34,41,50,62,68,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1753,241824,22,193,85,0,3,2,54.0,25.0,48.0,53.0,68.0,78.0,28,21,69,62,28,53,37,19,56,57,52,55,37,65,40,29,36,78,86,25,70,66,33,45,30,63,68,68,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1754,241970,29,193,90,0,3,2,58.0,32.0,41.0,45.0,63.0,87.0,21,24,68,61,20,39,20,26,48,50,54,62,53,53,33,50,82,84,87,36,90,59,25,32,33,59,64,62,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1755,241999,27,192,88,1,2,2,51.0,34.0,46.0,46.0,67.0,77.0,39,25,64,59,36,47,32,32,46,43,53,49,40,62,36,54,71,65,87,30,70,61,28,38,53,59,66,72,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
1756,242209,28,174,72,1,3,3,75.0,52.0,56.0,61.0,65.0,69.0,37,52,58,65,32,61,35,36,65,57,75,75,62,73,72,49,59,78,63,60,75,68,59,64,45,52,63,71,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1757,242427,23,190,81,0,3,2,67.0,29.0,45.0,42.0,67.0,73.0,33,22,71,64,31,33,35,32,40,49,68,66,55,53,33,44,73,68,73,25,80,65,23,32,45,56,68,67,68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1758,242533,27,188,77,1,3,2,50.0,37.0,46.0,49.0,65.0,73.0,21,45,68,65,26,45,24,21,56,57,49,51,31,65,52,40,73,57,79,15,78,64,55,44,37,55,64,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1759,243129,24,188,83,1,3,2,51.0,33.0,50.0,48.0,68.0,69.0,41,29,69,61,37,36,35,33,52,61,49,52,50,57,44,46,71,63,76,25,60,65,35,48,45,59,67,72,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1760,243185,22,194,91,1,3,2,85.0,25.0,45.0,51.0,66.0,76.0,38,16,60,56,28,44,24,29,54,53,78,91,61,65,57,40,58,70,85,25,66,65,22,35,38,64,64,70,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1761,243549,25,183,76,1,3,2,64.0,28.0,46.0,51.0,70.0,68.0,28,18,70,62,22,42,35,37,58,54,63,65,55,65,67,45,75,72,73,30,50,69,26,30,45,66,67,72,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
1762,243944,27,185,77,0,3,2,62.0,42.0,48.0,54.0,65.0,75.0,29,38,70,62,36,49,29,35,54,62,61,63,47,60,54,57,73,62,82,36,73,61,38,45,46,54,62,67,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69
1763,243995,23,190,79,1,2,2,65.0,48.0,55.0,57.0,67.0,81.0,45,38,64,60,41,54,48,43,60,61,67,63,59,66,40,64,68,81,84,53,75,68,55,56,48,58,68,67,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
1764,244394,22,184,79,0,2,2,70.0,31.0,54.0,52.0,67.0,67.0,44,27,65,73,35,44,37,28,69,59,69,70,49,65,66,43,75,68,66,23,64,65,29,30,49,60,63,71,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1765,244603,19,187,76,1,3,2,75.0,35.0,55.0,55.0,66.0,70.0,50,25,65,64,39,50,49,27,63,56,72,78,60,63,61,42,76,68,71,46,68,63,50,48,41,65,64,70,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1766,244812,22,185,74,0,3,2,57.0,47.0,63.0,59.0,65.0,76.0,63,35,58,67,30,57,68,64,63,63,62,53,56,58,66,66,60,81,77,63,72,68,32,55,48,62,66,66,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1767,244851,23,182,74,0,3,2,69.0,36.0,49.0,57.0,68.0,71.0,54,31,66,59,38,48,32,30,54,65,66,72,69,65,62,49,72,77,72,32,62,67,44,34,41,55,66,72,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1768,245022,23,190,78,1,4,2,66.0,37.0,43.0,49.0,66.0,75.0,39,29,64,51,37,44,30,27,46,51,64,67,57,65,43,62,69,62,84,31,70,68,35,39,41,58,65,67,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1769,245098,29,187,82,1,2,2,52.0,37.0,54.0,46.0,66.0,73.0,48,28,68,65,43,37,36,30,62,55,41,61,45,67,40,49,71,62,84,41,62,64,40,47,36,60,66,67,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1770,246097,24,184,70,1,3,2,66.0,40.0,56.0,55.0,66.0,70.0,42,35,64,70,36,46,28,36,53,64,59,71,56,65,60,56,72,74,68,34,68,64,47,62,47,63,65,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1771,246282,23,184,73,1,3,2,70.0,35.0,56.0,61.0,65.0,70.0,65,25,63,59,38,58,57,35,52,63,69,70,66,61,66,50,67,70,72,33,66,65,50,51,48,56,66,66,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1772,246298,22,200,85,1,3,2,46.0,45.0,55.0,57.0,66.0,73.0,43,41,65,67,38,56,42,41,59,65,49,44,45,63,35,62,57,68,78,37,72,67,42,52,48,58,65,68,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1773,246406,26,183,75,1,3,2,47.0,24.0,45.0,34.0,69.0,73.0,23,18,78,66,27,27,30,22,63,34,50,44,34,54,60,39,71,77,69,17,78,58,28,28,34,49,69,74,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1774,246659,29,183,77,1,2,2,69.0,38.0,41.0,45.0,68.0,72.0,34,36,70,51,43,37,34,31,43,48,65,72,60,55,57,46,80,64,81,28,59,69,48,35,45,55,64,70,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1775,247264,21,183,72,1,2,2,60.0,35.0,50.0,56.0,68.0,70.0,38,28,67,65,26,49,23,23,62,61,57,63,60,67,60,53,72,79,71,34,58,71,31,42,37,56,68,67,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1776,247266,24,186,77,1,2,2,52.0,27.0,49.0,52.0,69.0,71.0,31,26,68,62,20,46,23,21,60,63,48,55,39,69,49,40,52,76,70,15,70,67,39,48,36,53,68,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1777,247360,19,180,75,1,3,2,65.0,32.0,46.0,49.0,68.0,72.0,36,27,64,57,28,38,33,29,51,55,63,66,63,61,70,49,86,71,74,25,63,65,29,41,39,56,70,70,67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1778,248092,31,185,81,1,3,2,69.0,32.0,40.0,51.0,66.0,78.0,19,33,64,59,37,38,19,18,52,57,66,71,69,65,52,32,81,73,84,28,69,59,33,31,42,71,67,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1779,248105,23,186,80,1,2,2,57.0,44.0,50.0,50.0,67.0,73.0,41,43,70,58,36,42,40,46,45,49,54,59,66,68,70,47,82,70,76,47,69,68,43,51,41,52,66,66,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1780,248470,23,196,86,1,4,2,55.0,30.0,43.0,44.0,66.0,77.0,33,23,78,55,31,39,31,22,40,52,43,64,38,51,30,45,53,65,91,32,64,59,22,41,34,52,62,72,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1781,248602,20,191,70,0,3,2,64.0,31.0,50.0,55.0,66.0,73.0,35,25,64,61,24,52,32,28,60,59,63,65,52,64,52,41,72,70,76,31,68,65,42,48,34,58,66,67,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1782,248661,21,188,82,1,3,2,59.0,44.0,59.0,64.0,64.0,70.0,41,39,58,68,34,67,55,41,67,65,64,54,53,64,53,58,58,68,73,40,66,65,50,60,55,62,60,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1783,250780,24,190,66,0,2,2,51.0,36.0,49.0,48.0,67.0,75.0,46,30,70,61,29,38,29,28,55,53,52,51,58,64,51,50,52,73,82,39,66,65,26,35,33,62,65,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1784,251019,29,199,99,1,2,2,64.0,45.0,38.0,44.0,67.0,79.0,31,42,75,49,25,37,31,24,42,45,55,71,50,53,59,70,76,57,96,37,64,63,24,29,40,68,66,68,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68
1785,251026,29,174,70,1,3,3,69.0,61.0,67.0,65.0,61.0,72.0,67,58,57,67,41,62,69,67,67,66,67,70,76,66,71,67,78,89,67,65,63,63,63,67,71,58,64,58,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1786,251149,29,186,77,1,3,2,55.0,33.0,50.0,47.0,67.0,72.0,37,33,57,65,27,33,37,31,47,61,58,53,56,64,50,41,79,67,75,24,67,69,35,46,44,56,66,71,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1787,251337,28,177,74,1,3,2,69.0,36.0,52.0,51.0,67.0,66.0,46,36,68,64,29,37,35,30,51,61,67,71,64,64,70,52,77,63,63,22,72,65,36,45,44,64,67,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1788,251362,30,189,80,0,3,2,67.0,43.0,58.0,60.0,64.0,77.0,64,25,63,63,33,58,52,38,55,63,68,66,60,62,61,67,66,75,80,60,74,64,50,54,40,58,65,65,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
1789,251405,20,186,84,1,3,2,65.0,29.0,51.0,53.0,68.0,67.0,33,22,64,66,31,42,30,25,50,63,63,67,59,64,59,42,57,67,74,28,53,70,33,57,35,64,70,68,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1790,251636,22,183,77,1,2,2,74.0,41.0,59.0,57.0,64.0,71.0,63,35,62,63,34,53,58,53,56,56,72,76,67,63,70,58,74,79,72,36,58,62,52,50,42,66,64,65,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1791,251644,31,180,71,1,3,2,60.0,34.0,47.0,48.0,69.0,75.0,37,28,61,60,37,40,28,31,56,58,62,59,42,60,67,50,76,86,74,30,64,67,25,36,44,47,70,71,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1792,251751,23,192,75,0,3,2,55.0,38.0,53.0,52.0,67.0,67.0,42,34,68,62,33,47,49,34,54,58,52,57,41,65,48,46,68,52,75,39,64,69,41,52,44,68,66,68,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1793,251754,23,191,79,1,3,2,55.0,44.0,49.0,50.0,67.0,73.0,31,38,62,68,29,42,41,29,65,57,66,46,58,60,37,59,71,68,81,51,62,65,30,29,40,59,67,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1794,252036,22,184,78,1,3,2,60.0,39.0,48.0,51.0,67.0,73.0,35,35,63,60,35,38,28,31,52,65,55,64,50,60,68,54,72,73,73,33,73,66,37,48,39,56,68,68,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
1795,252318,24,187,80,1,3,2,65.0,28.0,45.0,47.0,65.0,78.0,42,24,62,57,25,36,29,27,48,50,63,67,66,68,55,35,74,71,85,25,68,65,39,33,39,58,63,69,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1796,252489,18,180,67,1,3,2,70.0,32.0,63.0,68.0,65.0,65.0,57,23,64,70,33,64,41,46,67,72,71,69,76,63,74,38,74,61,66,43,63,64,45,61,31,67,63,67,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1797,252738,24,190,82,1,2,2,58.0,27.0,42.0,46.0,68.0,71.0,28,24,68,52,25,36,29,30,55,58,59,57,44,61,51,39,74,68,80,21,50,66,25,35,42,49,67,72,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69
1798,252793,19,188,72,1,3,2,66.0,35.0,53.0,58.0,67.0,70.0,41,29,72,63,33,54,44,34,58,64,66,66,55,59,64,54,74,70,70,28,67,60,36,49,43,59,70,67,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1799,253144,26,190,86,1,3,2,69.0,36.0,45.0,48.0,68.0,69.0,28,30,73,60,56,47,34,35,51,48,69,69,45,61,40,53,56,66,74,29,62,66,28,38,44,50,65,71,67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
1800,253296,21,182,72,1,3,2,70.0,41.0,51.0,58.0,68.0,66.0,60,42,75,61,37,54,48,30,41,61,71,69,66,63,67,41,91,67,66,38,60,69,45,40,45,52,67,67,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
