,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rwb
153,232185,23,181,68,1,4,3,80.0,51.0,60.0,69.0,65.0,63.0,67,50,52,65,42,70,51,48,56,67,78,81,79,65,73,50,59,73,63,53,52,65,56,52,50,54,65,69,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
154,237156,22,177,70,1,3,3,77.0,40.0,61.0,71.0,67.0,66.0,66,36,58,64,31,73,56,31,61,67,76,78,73,68,82,56,83,69,60,32,72,66,63,59,39,67,64,71,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
155,244952,22,180,75,1,3,3,77.0,37.0,59.0,69.0,66.0,71.0,67,33,70,65,41,71,51,36,63,66,78,76,84,63,66,39,69,74,68,34,75,62,59,45,42,53,65,68,69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
156,246106,22,180,71,1,3,2,79.0,50.0,57.0,69.0,65.0,66.0,65,49,58,65,35,71,42,34,50,68,77,80,72,64,67,54,60,74,63,49,65,65,65,50,44,66,61,69,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
157,251613,21,173,62,1,3,2,84.0,45.0,58.0,65.0,63.0,68.0,58,38,70,66,49,63,49,44,57,65,84,84,77,63,83,59,85,82,63,44,59,65,39,48,48,50,55,67,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
158,258090,22,175,72,1,3,2,77.0,49.0,59.0,69.0,63.0,68.0,67,45,55,60,39,70,59,37,50,64,78,76,82,67,70,49,65,80,63,57,64,64,72,62,45,68,59,68,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
159,184990,33,175,67,1,3,2,80.0,59.0,61.0,70.0,61.0,70.0,68,59,52,63,62,67,63,59,49,70,82,79,81,64,80,64,82,81,63,55,72,65,65,60,49,62,62,60,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
160,193900,30,175,71,1,2,3,76.0,52.0,62.0,67.0,65.0,69.0,69,47,59,64,32,67,69,29,60,65,77,75,72,65,72,68,76,78,64,50,66,64,61,60,48,67,65,67,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
161,202113,27,177,72,1,3,3,80.0,56.0,62.0,67.0,67.0,69.0,60,55,63,64,31,67,47,42,62,64,78,81,77,67,77,64,74,63,71,58,69,67,62,68,51,64,67,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
162,204847,27,180,70,1,2,3,74.0,51.0,59.0,65.0,64.0,64.0,65,44,50,63,35,64,47,39,56,64,76,73,71,65,69,64,63,74,60,54,61,64,60,58,50,64,64,66,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
163,213010,30,174,66,1,3,3,79.0,54.0,58.0,67.0,64.0,75.0,65,50,55,62,33,65,59,48,55,66,78,80,72,65,75,72,85,79,72,47,73,67,66,49,57,72,68,60,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
164,215969,28,177,70,1,3,3,54.0,48.0,63.0,65.0,68.0,63.0,70,48,59,70,38,65,41,42,68,65,56,53,70,58,75,58,83,75,52,40,71,65,49,49,48,58,70,70,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
165,223240,28,171,74,1,3,2,64.0,42.0,62.0,64.0,66.0,63.0,70,41,57,66,30,63,41,31,55,65,71,59,68,65,61,50,53,77,57,39,64,63,59,66,33,65,64,70,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
166,229286,24,180,70,1,3,3,85.0,66.0,60.0,70.0,37.0,57.0,63,65,42,65,61,71,63,43,54,68,86,85,80,61,77,70,58,84,48,69,44,37,67,56,47,50,31,41,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
167,230205,25,176,75,1,3,3,60.0,56.0,63.0,68.0,68.0,70.0,71,44,72,69,58,65,54,41,65,73,59,61,81,57,62,66,63,72,71,67,69,75,48,52,76,57,70,60,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69
168,233366,27,178,73,1,3,3,77.0,61.0,63.0,70.0,62.0,68.0,69,59,54,68,53,70,66,40,62,70,78,76,77,62,73,67,49,74,69,63,62,59,54,52,55,59,62,66,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
169,234987,24,182,65,1,3,3,78.0,64.0,69.0,69.0,63.0,63.0,69,67,55,71,61,70,70,58,68,68,79,78,74,65,70,66,69,72,61,57,53,58,64,68,59,67,66,66,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
170,246055,23,173,73,1,3,3,84.0,59.0,59.0,69.0,63.0,63.0,70,56,44,63,48,71,50,42,54,67,83,85,79,58,63,58,58,82,65,68,33,61,60,50,58,64,66,67,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70
171,247623,20,178,73,1,2,2,73.0,28.0,50.0,65.0,67.0,63.0,59,26,57,63,29,67,34,25,48,64,74,73,62,67,73,24,68,66,60,28,63,65,47,32,37,54,67,73,67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
172,247678,19,175,70,1,2,2,80.0,33.0,60.0,69.0,64.0,66.0,66,25,56,67,22,68,37,25,62,68,79,80,78,63,71,50,69,75,57,28,75,62,65,57,36,62,62,70,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
173,250902,30,174,72,1,2,2,78.0,31.0,63.0,66.0,63.0,63.0,64,28,52,71,31,67,64,41,67,62,79,77,74,63,76,31,57,68,63,27,57,64,62,52,44,57,57,70,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
174,259586,18,175,66,1,4,2,75.0,55.0,72.0,66.0,63.0,67.0,80,48,57,67,37,65,77,72,70,67,73,77,69,62,71,70,73,74,62,58,67,62,62,71,50,61,60,67,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
175,259786,23,178,75,1,3,2,83.0,37.0,53.0,71.0,64.0,67.0,65,29,54,55,27,74,39,37,53,70,82,84,78,59,73,52,65,83,62,38,59,58,57,47,36,49,64,69,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
176,176687,34,180,79,1,3,3,64.0,45.0,63.0,63.0,69.0,70.0,67,29,67,64,28,61,73,64,62,64,65,63,63,61,68,70,64,72,68,59,74,70,43,55,42,73,72,66,64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
177,179811,33,180,73,1,3,3,67.0,62.0,66.0,65.0,66.0,68.0,67,59,58,66,56,63,60,68,62,65,66,68,71,63,70,70,70,70,68,62,64,68,68,68,64,72,70,64,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
178,188930,36,171,68,1,3,2,69.0,46.0,62.0,67.0,63.0,68.0,66,44,56,65,54,65,61,39,63,68,70,69,68,66,91,68,69,74,64,26,70,68,44,56,48,62,60,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
179,198133,29,180,77,1,4,3,77.0,65.0,68.0,70.0,63.0,79.0,66,59,60,68,69,70,76,69,68,69,75,79,76,63,72,78,71,81,81,64,74,63,61,67,71,64,57,68,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
180,207892,28,175,75,1,4,3,91.0,58.0,61.0,69.0,57.0,68.0,61,55,40,62,57,68,63,45,58,64,90,92,86,63,83,63,82,79,67,58,51,54,63,63,51,70,65,58,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
181,216381,27,171,72,1,3,2,81.0,59.0,62.0,70.0,60.0,73.0,70,54,40,66,49,68,62,39,55,67,81,81,84,66,90,76,76,86,67,62,70,62,59,58,42,64,61,63,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68
182,225145,31,185,80,1,3,3,66.0,33.0,59.0,65.0,68.0,62.0,67,24,62,64,32,63,45,42,66,68,65,67,59,59,69,32,63,60,73,49,39,67,55,45,36,69,69,70,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
183,228894,25,167,68,1,3,3,84.0,50.0,62.0,68.0,57.0,55.0,69,54,51,63,48,67,58,53,58,65,82,86,83,65,80,51,45,82,51,42,33,56,61,60,42,59,59,59,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
184,229891,23,183,84,1,3,2,66.0,57.0,61.0,66.0,65.0,74.0,64,55,58,65,52,64,58,28,61,66,69,63,73,66,72,65,82,76,70,56,80,63,58,58,49,65,64,66,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
185,239476,24,179,72,1,3,2,76.0,41.0,59.0,65.0,65.0,67.0,64,39,58,62,29,66,40,45,59,63,74,77,67,66,72,45,71,73,63,38,67,65,59,57,41,61,66,67,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
186,239951,25,174,65,1,3,2,75.0,44.0,60.0,68.0,66.0,67.0,53,36,59,65,35,67,45,35,63,63,74,76,79,65,71,53,75,71,60,47,75,68,75,65,49,79,63,69,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
187,242006,22,182,73,1,2,3,72.0,59.0,64.0,61.0,63.0,74.0,66,58,56,66,53,61,63,53,61,63,71,73,58,67,59,62,72,84,74,60,63,56,64,63,50,59,66,66,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
188,242054,24,173,66,1,2,3,79.0,51.0,61.0,71.0,63.0,63.0,67,42,56,61,53,72,64,52,62,70,80,78,81,60,82,66,65,76,57,56,62,63,65,57,44,55,66,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69
189,242453,19,194,78,1,3,2,66.0,30.0,55.0,63.0,68.0,70.0,37,24,64,66,27,63,34,26,62,68,63,69,52,68,52,45,66,70,71,23,66,67,48,60,40,64,67,70,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
190,243574,22,171,65,1,2,2,90.0,43.0,57.0,67.0,61.0,71.0,58,36,44,62,31,68,54,35,52,59,89,90,78,63,85,60,74,82,68,40,62,62,55,55,40,62,62,65,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68
191,244661,21,175,73,1,4,3,83.0,40.0,59.0,72.0,60.0,65.0,63,23,42,64,25,73,49,41,50,68,86,80,84,66,81,67,81,68,62,50,65,58,59,62,38,59,59,66,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
192,245247,23,177,70,1,3,2,83.0,55.0,63.0,71.0,58.0,66.0,70,53,54,66,44,73,49,47,63,70,84,82,78,60,75,63,65,86,58,52,62,64,62,58,48,49,54,59,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
193,246679,21,187,79,1,4,3,72.0,47.0,59.0,66.0,61.0,74.0,72,28,57,62,35,69,66,38,53,69,68,75,55,60,57,69,59,77,77,66,68,55,62,49,47,66,56,69,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68
194,246974,22,180,73,1,3,3,77.0,47.0,57.0,70.0,62.0,67.0,68,46,45,61,39,71,70,38,46,70,76,77,73,63,68,52,68,65,68,42,68,61,60,48,46,70,64,65,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
195,247027,26,170,66,1,3,2,93.0,31.0,59.0,68.0,59.0,67.0,61,26,49,65,25,67,34,32,57,66,91,94,84,60,74,45,66,75,61,23,70,53,62,60,32,58,59,65,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68
196,255021,24,174,68,1,3,3,92.0,61.0,59.0,70.0,43.0,57.0,66,58,42,62,51,70,46,48,58,64,93,92,91,58,81,71,44,75,56,58,42,38,65,54,63,58,52,40,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
197,255886,21,175,72,1,4,2,76.0,50.0,56.0,68.0,62.0,66.0,64,47,49,58,33,67,49,41,54,68,73,78,75,62,77,57,59,74,59,49,75,63,65,53,49,66,67,60,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
198,256695,29,182,70,1,4,3,74.0,49.0,60.0,64.0,64.0,70.0,65,51,62,63,29,65,56,27,62,66,77,72,63,55,61,48,73,85,66,51,59,65,55,55,35,62,62,66,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
199,257270,18,182,76,1,3,3,85.0,46.0,61.0,69.0,63.0,61.0,62,43,58,67,31,69,53,41,59,73,84,85,71,60,64,58,64,63,61,38,59,60,65,58,45,62,63,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
200,192231,30,173,73,1,4,3,72.0,57.0,62.0,66.0,63.0,73.0,61,58,58,64,45,64,62,53,62,63,72,72,80,60,78,59,89,80,70,55,66,61,57,63,56,70,66,62,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
201,199535,30,184,80,1,3,2,73.0,45.0,59.0,64.0,64.0,71.0,65,45,63,65,35,65,53,25,61,62,75,71,66,62,63,47,50,70,74,38,68,63,58,53,58,65,65,64,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
202,200807,29,178,79,1,3,3,68.0,56.0,61.0,65.0,63.0,65.0,71,58,57,65,49,64,45,36,59,65,67,69,72,59,62,58,77,68,63,56,62,56,53,57,30,65,66,67,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
203,204033,27,183,73,1,3,2,84.0,50.0,54.0,63.0,61.0,79.0,53,50,54,57,40,62,53,43,59,60,81,87,73,62,67,57,76,85,74,45,83,62,53,50,50,57,59,64,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
204,204324,26,175,68,1,2,3,86.0,59.0,60.0,69.0,50.0,65.0,66,64,45,60,40,68,67,44,53,67,90,83,77,56,85,63,74,81,60,50,57,47,53,61,63,64,48,55,54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
205,204445,32,180,71,1,4,2,68.0,43.0,61.0,64.0,62.0,73.0,65,38,60,61,35,63,55,43,61,65,70,66,68,61,69,42,77,80,72,49,67,62,55,62,63,65,63,63,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
206,208111,27,186,77,1,3,2,70.0,43.0,59.0,60.0,61.0,73.0,67,41,54,60,35,57,60,35,62,60,67,73,66,63,63,58,67,83,72,34,65,63,56,55,39,61,65,60,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
207,211888,30,180,73,1,3,2,80.0,49.0,57.0,61.0,58.0,70.0,67,47,44,63,46,57,49,34,49,64,79,81,72,62,69,62,56,90,64,38,64,59,57,51,52,48,59,60,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
208,212165,28,181,77,1,3,3,67.0,61.0,58.0,64.0,67.0,70.0,56,59,58,67,59,64,64,50,61,64,71,63,64,65,69,67,63,75,68,65,70,60,46,44,51,65,68,73,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
209,212170,26,184,73,1,3,3,79.0,58.0,58.0,66.0,61.0,64.0,52,59,58,65,48,66,55,50,60,66,80,78,71,63,65,59,82,83,56,60,54,61,56,55,57,59,59,63,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
210,213570,29,183,89,1,3,3,79.0,46.0,58.0,62.0,61.0,80.0,63,44,56,61,31,61,56,52,60,62,77,80,66,59,67,58,69,91,79,43,69,60,51,50,40,60,61,62,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
211,215700,26,174,74,1,4,2,75.0,59.0,61.0,65.0,64.0,78.0,57,58,58,64,60,62,60,52,63,64,74,76,81,62,83,58,91,90,70,60,78,63,59,63,59,57,64,65,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
212,217730,30,183,78,1,4,2,68.0,49.0,58.0,59.0,66.0,71.0,59,41,59,64,36,58,58,61,58,58,69,68,66,64,65,58,78,72,72,53,65,66,58,45,63,57,67,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
213,220801,28,179,80,1,2,3,76.0,49.0,60.0,64.0,60.0,70.0,65,47,52,66,37,64,56,52,64,59,74,78,74,65,78,60,65,68,75,42,60,63,40,45,62,64,55,64,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
214,222109,24,183,76,1,3,3,75.0,58.0,63.0,65.0,59.0,72.0,67,56,59,64,50,66,52,55,63,65,77,73,65,58,73,67,66,84,70,57,62,56,60,64,46,64,58,62,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
215,222838,28,176,73,1,2,3,76.0,63.0,66.0,71.0,59.0,60.0,70,59,49,62,59,70,72,64,67,66,79,73,83,67,82,69,74,77,52,73,55,65,53,65,54,70,56,61,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
216,230232,33,167,63,1,3,2,76.0,48.0,58.0,63.0,62.0,63.0,62,46,54,63,35,60,36,30,62,63,77,76,73,64,70,52,60,75,54,52,69,60,57,53,42,62,62,63,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67
217,230815,23,180,72,1,3,2,73.0,26.0,48.0,64.0,65.0,58.0,56,24,54,60,28,64,31,31,39,62,75,72,73,66,67,26,61,64,58,22,49,64,43,33,36,47,65,68,69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
218,231356,24,186,80,1,3,3,83.0,52.0,58.0,67.0,59.0,77.0,60,61,60,61,44,65,55,32,51,63,82,84,88,58,80,52,79,91,73,35,69,62,65,62,43,59,60,56,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
219,231538,25,180,75,1,3,2,67.0,41.0,55.0,59.0,64.0,77.0,58,32,67,63,45,58,44,33,56,59,66,68,65,68,52,53,78,75,77,43,81,72,47,46,48,56,58,64,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
220,234264,24,170,68,1,3,3,80.0,55.0,60.0,66.0,49.0,68.0,65,56,52,62,46,66,39,41,56,64,82,78,78,62,63,55,84,84,63,54,54,43,65,62,45,54,50,51,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63
221,236681,22,172,68,1,3,3,83.0,50.0,59.0,70.0,59.0,64.0,65,48,56,61,40,68,62,70,58,66,84,82,93,59,84,59,78,87,55,51,56,55,51,49,46,56,60,60,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
222,237415,21,179,75,1,2,2,74.0,38.0,54.0,64.0,64.0,65.0,60,38,54,59,28,64,42,31,51,64,73,75,69,64,67,39,71,71,66,36,54,64,55,50,35,53,62,69,63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
223,237702,23,185,72,1,3,2,76.0,39.0,52.0,64.0,64.0,65.0,58,42,62,62,40,65,41,36,52,63,77,75,67,64,58,43,74,66,65,24,62,62,48,36,44,52,64,67,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
224,238157,22,184,67,1,3,3,75.0,39.0,59.0,64.0,60.0,65.0,73,32,43,62,37,63,53,35,51,61,72,77,70,63,71,51,73,69,64,40,60,60,60,54,35,64,63,63,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
225,244887,23,180,68,0,4,2,75.0,44.0,60.0,65.0,63.0,66.0,63,36,56,64,39,65,51,37,59,65,74,76,69,61,74,62,54,70,65,42,68,62,51,58,50,58,63,65,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
226,246159,19,177,66,1,3,3,81.0,54.0,60.0,66.0,63.0,70.0,65,54,63,64,31,67,61,28,57,64,82,80,72,61,70,63,76,62,74,53,68,60,60,59,35,64,60,66,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
227,251155,24,180,74,1,4,2,75.0,27.0,54.0,59.0,64.0,69.0,65,23,58,61,25,57,21,31,55,59,74,75,70,62,69,31,73,69,67,26,72,63,51,45,32,48,63,66,65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
228,256952,24,188,79,1,3,2,76.0,43.0,58.0,63.0,59.0,79.0,67,33,67,61,28,63,40,34,55,65,75,76,64,56,64,62,81,82,77,48,81,58,58,55,43,52,54,62,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67
229,260478,22,185,75,1,3,3,86.0,59.0,63.0,66.0,37.0,60.0,71,60,42,63,50,68,72,57,54,67,88,84,69,54,66,63,43,71,59,56,55,23,59,60,53,55,33,51,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58
230,184156,31,174,72,1,4,3,70.0,57.0,61.0,67.0,64.0,66.0,64,54,53,62,54,66,62,59,59,66,72,68,71,62,76,62,72,66,64,59,68,64,64,57,58,66,66,64,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
