,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rf
778,260138,23,177,70,1,3,2,78,62,61,68,43,57,75,66,65,61,46,70,70,68,42,68,75,81,72,50,73,71,54,70,55,49,44,35,65,57,54,61,46,37,42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67
779,260478,22,185,75,1,3,3,86,59,63,66,37,60,71,60,42,63,50,68,72,57,54,67,88,84,69,54,66,63,43,71,59,56,55,23,59,60,53,55,33,51,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67
780,260652,28,173,65,1,3,3,81,67,58,68,25,57,61,67,63,63,67,67,43,48,46,64,83,80,83,61,75,72,82,56,63,63,38,16,70,63,66,71,18,26,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67
781,262414,23,177,70,0,3,3,71,55,67,70,41,62,62,53,53,69,47,71,62,64,66,69,69,72,68,63,72,65,54,70,61,50,58,40,66,70,54,68,42,38,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
782,263200,29,186,83,1,4,2,65,66,65,68,29,63,64,66,46,66,62,67,53,68,64,70,66,65,69,63,70,69,55,53,70,65,61,28,69,65,65,64,23,31,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67
783,263941,22,181,73,1,3,2,77,61,60,68,30,49,67,62,65,63,53,68,49,51,47,71,78,76,74,59,63,63,56,42,55,57,40,30,67,60,63,59,29,22,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67
784,264311,19,172,59,1,3,2,83,58,52,77,27,37,54,62,39,56,50,80,47,38,43,77,86,80,80,47,85,68,44,48,33,42,29,25,65,52,56,60,24,29,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67
785,264425,23,186,84,1,3,2,76,67,58,70,34,61,63,67,58,59,68,72,58,46,52,74,73,78,63,70,59,75,43,64,72,61,35,32,57,57,60,61,27,35,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67
786,167841,32,170,68,1,4,3,72,67,64,68,40,66,64,64,57,62,65,65,67,72,65,66,70,73,81,65,80,73,81,50,66,67,82,41,65,65,75,63,44,35,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,66
787,183544,27,175,72,0,4,3,61,67,64,68,26,60,64,65,45,64,64,66,71,60,55,67,65,58,80,63,75,70,47,69,57,71,58,26,64,69,68,64,30,19,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
788,184156,31,174,72,1,4,3,70,57,61,67,64,66,64,54,53,62,54,66,62,59,59,66,72,68,71,62,76,62,72,66,64,59,68,64,64,57,58,66,66,64,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64
789,185438,29,172,75,1,4,3,82,57,63,68,34,62,67,57,33,60,51,67,65,56,62,63,89,77,84,58,86,61,81,70,59,54,54,25,60,65,58,59,47,26,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66
790,187701,30,175,70,1,4,3,65,55,62,63,64,64,67,48,63,65,37,63,70,55,64,63,65,65,63,66,68,63,61,64,68,64,57,65,51,51,62,61,65,62,62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61
791,189352,32,173,65,1,4,3,78,60,60,68,40,56,58,60,49,64,61,67,59,48,51,66,81,75,81,62,80,60,77,70,54,61,38,39,61,63,59,62,46,36,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
792,189833,31,179,77,1,4,2,67,36,58,62,61,74,65,30,53,63,31,62,42,65,61,60,68,67,68,61,60,50,60,87,73,33,63,61,51,40,45,61,62,62,61,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56
793,196848,30,170,70,1,3,3,66,68,47,69,33,57,36,73,68,57,60,70,56,56,46,63,67,65,76,71,89,64,58,56,60,65,50,33,64,37,70,60,41,19,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62
794,200309,29,188,77,1,2,3,88,46,59,63,61,71,63,45,52,60,39,63,57,43,55,60,85,90,73,56,61,49,60,67,74,43,69,61,59,59,51,62,62,63,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62
795,201326,31,168,71,1,4,3,72,65,64,69,35,53,66,62,57,64,66,67,71,73,63,67,69,74,82,58,85,68,71,54,45,68,69,35,63,59,73,67,23,38,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,66
796,201527,29,182,79,1,2,2,84,36,57,63,59,64,63,31,52,63,30,61,46,30,53,65,84,84,70,53,67,45,42,83,59,33,56,55,56,52,34,58,58,63,61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
797,202182,31,175,68,1,3,3,77,63,61,68,45,58,60,64,58,63,59,66,62,56,57,65,80,75,83,58,80,66,73,68,55,59,51,43,65,63,66,65,41,47,43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
798,203637,29,175,69,1,4,4,75,57,59,71,31,57,60,65,35,65,45,70,49,33,61,73,78,72,75,57,83,50,53,55,61,55,50,38,57,54,33,60,39,22,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
799,204882,27,173,67,1,3,3,82,60,61,68,49,71,62,61,47,63,61,64,63,49,57,64,85,80,90,64,90,60,85,90,59,60,73,58,64,63,55,58,44,52,42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
800,206147,30,184,80,1,4,3,78,64,57,64,36,75,52,66,60,63,67,64,51,31,54,61,75,81,70,65,61,66,73,84,73,58,68,29,67,62,62,64,29,39,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
801,209281,31,164,63,0,2,4,60,61,68,69,33,43,67,61,46,68,59,66,69,62,68,71,64,57,74,58,79,58,32,47,42,65,43,43,63,72,61,70,22,34,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66
802,210029,27,180,74,1,3,2,67,34,56,61,63,72,63,27,53,55,28,62,63,55,48,61,66,68,64,57,65,37,71,74,72,40,72,60,60,53,39,50,65,66,68,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,57
803,210108,26,180,72,1,3,3,72,64,63,66,41,62,57,65,59,67,63,67,62,61,58,66,72,72,68,63,70,65,69,66,63,63,55,37,63,65,60,61,35,44,40,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
804,211373,27,169,60,1,3,3,85,55,58,70,23,43,54,59,32,65,54,68,63,34,49,69,86,85,88,56,81,44,88,65,37,55,21,12,55,63,55,59,36,17,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,66
805,216134,31,175,72,1,3,2,73,37,58,65,59,71,67,36,49,60,38,65,61,27,54,65,73,73,71,59,73,37,49,77,72,30,64,59,63,54,37,55,60,61,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
806,216288,27,177,79,1,3,2,74,48,58,62,62,75,57,37,48,65,36,58,40,34,61,62,66,81,75,59,81,67,80,75,72,54,79,65,47,57,50,49,58,66,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58
807,220786,25,185,75,1,3,4,87,60,57,68,24,58,61,60,54,62,48,68,54,33,48,65,86,88,81,59,74,63,60,66,63,60,37,20,61,58,55,65,26,17,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66
808,221756,25,169,60,0,4,3,87,54,59,67,37,50,62,55,60,61,42,68,61,60,55,60,86,88,84,68,79,55,86,67,32,53,64,30,62,55,42,53,41,33,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,65
809,222350,28,179,69,0,3,3,78,61,59,66,46,63,59,62,52,62,55,65,61,44,53,66,80,77,76,62,67,66,62,79,61,58,50,41,58,62,56,59,52,44,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,65
810,222979,25,173,68,1,4,2,71,40,56,61,62,70,63,40,49,61,38,60,57,31,54,63,72,70,60,54,72,54,84,80,66,24,65,61,50,50,42,56,65,64,62,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,57
811,224881,29,174,66,0,3,3,73,63,60,67,22,47,62,67,40,64,64,65,63,55,49,69,72,73,83,58,72,57,43,66,41,62,37,16,62,58,59,53,31,14,17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66
812,225734,26,185,74,0,3,3,92,61,56,64,55,65,59,58,54,58,52,65,54,39,51,64,93,91,70,57,61,71,68,74,63,59,56,57,60,59,58,59,55,54,54,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65
813,228318,23,172,70,1,3,3,76,59,61,70,30,57,62,57,45,62,60,72,55,52,56,65,83,70,83,60,86,60,59,64,55,65,55,30,59,66,54,57,27,29,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
814,228983,24,189,84,1,3,2,57,25,55,56,66,70,58,18,62,62,24,56,23,25,57,61,53,60,38,63,53,42,45,66,76,21,68,66,22,54,33,67,65,69,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49
815,229745,23,179,77,1,3,4,84,57,58,75,27,65,58,58,51,62,52,77,56,38,57,73,86,82,89,56,77,64,56,64,73,50,49,26,57,59,56,57,17,31,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67
816,230561,23,193,98,1,2,3,78,65,59,61,47,82,61,59,61,61,57,66,58,43,59,61,68,86,52,58,47,84,67,75,89,67,75,48,59,56,42,55,41,50,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,63
817,231145,24,174,66,1,3,3,75,62,64,67,57,62,64,62,52,65,53,65,62,59,60,64,76,74,78,63,81,63,54,74,58,66,59,57,60,65,56,65,58,59,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
818,232117,25,182,77,1,3,3,77,34,58,64,58,71,66,31,53,63,37,65,44,39,55,63,75,78,66,56,65,34,80,68,72,32,69,57,57,52,47,54,51,66,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59
819,233170,34,175,70,1,3,3,74,50,62,66,50,71,68,52,44,64,44,66,52,61,61,64,69,78,73,62,70,52,46,90,66,44,64,59,61,57,52,57,24,66,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63
820,233727,21,182,69,1,3,3,81,60,59,64,45,62,64,61,49,62,59,64,39,32,57,65,81,81,61,59,76,60,66,72,69,57,33,43,60,64,62,62,45,47,43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
821,235769,22,175,65,1,3,3,84,61,57,67,29,56,60,63,53,59,42,65,48,47,51,63,83,84,82,59,84,63,65,79,52,60,36,19,63,60,51,62,33,25,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65
822,236244,22,189,69,1,3,2,75,31,50,59,66,66,55,28,64,60,27,56,25,23,54,63,73,76,60,64,56,38,72,67,69,24,57,65,53,35,34,52,67,67,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,55
823,236803,24,174,68,1,2,3,80,64,54,68,21,59,54,68,57,65,46,71,39,33,39,64,79,80,76,58,76,61,64,68,66,61,31,15,69,54,61,55,21,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66
824,237498,22,172,55,0,3,4,69,59,63,69,25,50,65,58,41,69,56,71,50,41,60,62,66,71,83,63,87,68,53,64,52,53,29,20,64,60,63,60,15,32,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65
825,237708,21,181,70,1,3,3,82,63,54,70,22,56,52,65,59,61,59,72,51,45,50,68,83,82,76,68,66,64,66,59,58,59,43,16,66,51,65,59,22,17,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67
826,238536,20,167,58,1,3,3,86,62,60,66,29,45,66,66,35,57,37,62,65,31,59,64,81,90,86,63,87,59,43,63,34,62,52,29,58,68,57,63,32,24,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
827,238820,25,180,75,1,3,3,81,57,60,66,62,69,61,57,55,62,45,67,57,45,58,64,79,82,72,59,66,60,72,79,68,59,59,58,62,61,37,60,68,61,58,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
828,239443,22,174,72,1,2,2,78,38,55,62,61,63,60,33,51,59,31,59,49,40,50,59,79,78,77,63,77,47,60,70,64,36,54,61,54,53,41,52,61,64,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58
829,239926,24,182,80,1,3,2,69,59,66,67,58,76,65,60,56,70,51,65,60,49,66,67,70,68,75,62,78,64,69,85,75,55,70,55,65,65,48,63,58,60,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
830,240206,29,175,74,1,3,3,77,62,60,69,49,63,62,61,49,63,66,65,63,56,51,66,78,76,91,62,90,66,38,73,61,63,60,51,62,62,55,64,43,53,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
831,240260,24,182,74,1,3,3,79,62,58,67,26,65,67,65,58,64,55,70,49,38,42,64,77,80,71,60,68,68,81,51,68,55,73,22,63,59,46,60,30,19,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,66
832,240468,21,171,67,0,2,3,72,58,60,70,37,62,67,57,46,64,54,70,57,39,48,64,73,72,85,60,77,54,53,65,61,60,64,11,66,62,64,72,44,48,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
833,240576,26,162,64,1,3,3,75,56,67,70,44,43,62,53,50,70,52,71,57,51,71,65,74,76,80,57,89,65,50,63,32,52,44,39,71,69,60,71,30,57,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66
834,240734,20,187,77,0,3,2,60,58,64,65,58,64,60,58,50,67,30,66,57,51,66,67,59,61,60,64,67,62,59,75,59,61,65,59,63,66,45,60,60,60,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63
835,241344,24,179,65,1,2,3,82,55,61,65,43,68,58,54,57,65,56,61,55,49,57,64,80,84,83,63,76,60,76,79,67,52,56,38,62,65,53,63,43,42,40,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,64
836,242907,20,188,75,1,3,2,70,47,59,60,62,63,68,47,58,62,39,60,47,24,51,60,69,71,64,67,53,49,63,72,63,42,52,62,50,62,54,53,62,65,56,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60
837,243386,21,181,74,1,3,2,70,61,57,69,26,66,59,61,68,65,44,70,26,25,60,72,71,70,68,66,68,66,72,72,66,57,56,17,70,54,56,57,31,16,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
838,246385,23,190,83,1,3,3,78,62,58,69,43,70,51,59,46,64,61,71,64,38,49,69,77,78,73,63,51,73,35,76,74,66,61,47,60,64,38,65,41,43,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,66
839,246416,20,180,75,1,4,3,77,64,54,69,22,56,49,66,61,61,53,70,50,60,46,68,78,77,78,65,72,62,64,68,56,65,39,14,64,53,58,53,20,16,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
840,246613,22,190,83,0,3,3,82,65,51,64,23,71,60,67,55,54,53,65,45,32,39,66,78,85,68,60,60,70,70,66,76,58,63,20,64,50,60,51,18,22,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64
841,246827,23,184,77,1,4,3,78,63,52,69,29,67,53,66,64,59,46,72,55,35,38,68,79,77,76,58,64,69,66,62,73,57,57,21,65,55,57,51,26,28,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
842,247667,21,179,73,1,3,3,76,39,52,59,63,73,56,30,61,62,33,54,53,30,46,58,77,75,75,65,68,55,75,77,76,40,62,64,53,41,34,57,63,64,62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,56
843,248017,31,168,69,1,3,3,89,60,61,67,51,61,59,58,43,62,58,63,70,44,63,65,90,89,89,60,88,68,60,75,56,61,56,53,58,61,53,64,53,51,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,66
844,248049,20,176,67,1,4,2,81,58,64,67,34,52,66,60,36,61,38,67,58,66,69,63,82,80,79,60,75,58,56,53,50,60,55,32,60,64,46,58,36,33,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
845,248833,28,175,67,1,3,2,74,58,59,69,27,49,64,64,38,64,54,69,64,35,45,68,76,73,78,65,75,53,59,66,44,53,39,17,62,58,52,54,16,39,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
846,251025,23,180,78,1,3,4,78,61,61,66,48,68,70,59,47,63,65,64,68,33,55,62,80,77,81,58,80,69,69,77,73,60,42,46,60,60,45,65,44,53,47,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,65
847,251335,22,188,84,1,3,2,71,35,54,60,62,77,60,23,64,60,24,60,49,32,51,60,70,72,68,59,50,59,77,77,85,38,59,59,48,47,41,54,59,65,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,55
848,252114,21,175,71,0,2,3,78,62,60,71,32,50,62,60,47,61,60,72,59,50,58,68,80,77,77,54,78,67,61,65,39,61,55,22,63,60,59,69,35,33,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
849,252802,20,190,79,1,2,2,77,40,57,67,62,59,67,38,63,60,44,72,55,40,55,67,72,81,67,60,54,43,64,51,65,34,54,61,50,50,46,46,52,70,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,61
850,253167,20,178,72,1,3,4,82,58,57,73,32,53,60,58,41,57,56,74,64,49,52,68,84,80,82,64,78,64,57,52,56,55,48,24,57,60,57,70,28,38,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
851,253225,19,177,70,1,3,3,83,66,51,70,22,54,50,67,54,63,59,70,38,39,40,72,84,83,81,51,73,69,83,57,55,66,38,23,58,46,64,57,15,18,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
852,253250,21,175,75,1,3,4,79,62,63,68,45,62,60,66,33,65,45,72,63,66,60,62,78,79,73,60,64,57,58,68,72,60,29,35,62,64,72,66,56,47,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
853,253364,26,182,70,1,3,3,80,60,60,67,33,63,65,62,48,63,42,70,58,57,52,62,79,81,77,52,75,56,78,52,75,64,44,25,65,58,49,55,30,35,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
854,253399,22,175,70,0,4,3,90,60,55,69,46,75,55,64,54,56,55,67,60,44,51,65,92,88,87,60,88,59,92,79,70,55,80,50,65,56,50,63,36,48,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
855,253547,28,174,66,0,2,2,77,54,60,67,46,65,60,60,48,60,41,70,46,40,58,60,77,77,75,61,74,45,75,71,69,53,43,59,62,72,49,71,51,34,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,65
856,253903,21,165,61,1,2,4,68,62,68,68,52,73,70,60,49,72,61,67,65,67,62,69,68,68,74,60,61,68,56,80,73,58,66,51,65,62,66,64,50,55,51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
857,255876,22,166,59,1,3,3,86,55,58,61,50,65,66,52,35,60,54,56,49,44,51,61,84,87,73,72,74,62,50,88,54,54,66,62,63,57,55,48,37,55,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
858,256730,31,179,67,0,2,2,85,25,45,54,62,71,53,24,60,50,21,54,29,25,41,50,84,85,64,58,69,25,68,83,69,23,62,60,40,42,33,47,61,66,63,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,51
859,257899,22,176,68,0,4,3,74,59,62,69,30,45,65,55,43,64,56,68,60,42,52,70,73,75,74,66,74,66,48,63,40,60,32,21,63,66,62,54,34,28,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
860,258306,24,175,67,1,4,3,86,64,58,69,30,46,63,69,49,61,55,73,56,40,51,65,88,85,74,49,76,66,46,54,44,56,39,23,54,59,62,58,28,28,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
861,258746,24,175,72,1,3,2,74,67,56,69,29,66,63,69,52,58,65,72,53,46,44,66,76,72,73,60,68,73,49,74,70,61,52,17,61,57,61,61,27,29,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
862,259012,27,178,66,1,5,2,74,70,51,65,32,61,45,73,70,53,62,68,54,41,44,59,75,73,68,64,69,70,79,66,65,70,40,28,57,60,66,55,25,31,29,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63
863,259075,19,169,62,1,3,2,82,52,55,65,60,58,60,48,51,62,45,64,60,43,56,63,81,82,79,59,75,57,67,72,44,53,72,58,61,41,55,54,59,63,65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62
864,259184,22,175,68,1,3,2,74,62,65,70,44,59,59,61,43,68,54,71,71,70,62,69,75,73,76,62,71,67,59,60,52,63,73,49,60,63,56,65,41,45,43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67
865,260971,22,175,66,1,3,3,81,60,62,68,26,53,64,60,36,64,57,68,48,36,62,66,82,80,74,58,76,65,38,61,51,57,54,28,64,65,54,63,22,25,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
866,261015,20,165,61,1,3,3,76,56,64,72,55,53,63,56,52,72,40,72,66,54,62,70,80,72,77,55,93,67,67,70,36,45,72,56,62,55,57,62,48,61,56,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,66
867,261756,20,180,68,1,3,2,83,63,56,70,41,55,61,61,45,57,59,71,63,47,49,67,82,83,83,57,80,69,77,60,47,67,65,29,59,53,49,51,27,57,54,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,66
868,262053,18,173,67,0,3,3,82,58,57,72,28,45,57,64,38,60,50,73,45,39,55,71,83,82,84,49,76,62,46,60,43,40,31,22,61,63,64,58,24,30,31,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,66
869,262335,20,183,74,0,3,3,86,60,59,66,24,58,58,61,54,59,43,65,67,61,53,63,87,85,80,66,74,63,60,64,62,61,38,22,63,61,58,64,19,21,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66
870,262436,27,178,72,0,4,2,71,70,61,66,30,53,61,70,61,62,72,68,68,50,54,65,72,70,65,60,69,74,45,61,58,69,34,26,63,65,68,62,28,25,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66
871,262985,22,175,66,0,3,3,71,62,65,70,33,44,63,66,50,69,59,72,60,50,62,70,70,72,67,56,77,69,49,59,42,48,29,26,54,68,64,65,30,35,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
872,263529,24,165,68,1,3,3,72,66,56,69,27,46,65,65,65,55,53,72,41,30,46,70,73,71,65,50,88,69,45,51,43,70,49,17,68,65,48,47,18,21,58,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,66
873,263759,19,179,70,1,3,3,82,62,62,65,49,61,65,59,47,65,64,64,59,36,60,64,83,81,72,57,69,75,61,70,57,61,59,39,62,60,45,62,53,52,49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
874,264310,27,166,57,1,3,2,73,78,56,67,39,51,55,82,67,53,73,70,68,53,49,62,73,73,72,58,86,87,67,67,45,69,43,34,61,63,73,57,35,38,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66
875,154860,36,173,70,1,3,3,70,63,65,64,51,59,69,58,51,66,61,61,64,66,64,66,66,73,71,58,67,69,61,50,63,66,59,52,68,62,68,69,53,50,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,65
876,167512,33,176,67,1,3,3,88,63,60,68,42,62,63,63,55,61,58,65,50,56,56,64,86,90,88,64,82,67,69,68,67,62,41,38,64,61,57,61,41,43,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
877,172619,35,183,84,0,3,2,52,69,55,61,32,68,50,75,64,56,48,61,49,47,58,62,51,52,62,62,53,70,73,77,72,60,44,35,70,58,75,63,27,27,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,61
878,176368,35,179,72,1,3,2,64,59,61,64,62,67,57,59,60,64,55,63,52,60,62,64,65,64,66,66,63,55,61,69,62,64,78,63,66,62,56,67,60,62,63,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63
879,179636,31,170,67,1,4,3,78,60,62,66,54,70,66,59,54,62,52,64,59,60,57,63,80,77,82,62,89,64,90,85,68,62,49,52,63,64,57,60,56,54,54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65
880,190457,29,185,84,1,2,3,79,61,61,66,47,74,63,59,58,60,59,65,64,58,54,65,78,79,71,58,69,67,58,85,74,62,66,56,60,65,59,66,33,50,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65
881,192328,30,172,69,1,4,2,85,61,60,66,29,60,64,62,41,64,57,63,62,50,63,64,87,83,90,52,83,65,89,72,54,58,55,23,55,51,58,60,38,23,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
882,195012,30,175,60,1,4,2,73,61,56,67,22,65,53,64,50,59,54,67,62,59,49,70,72,73,71,71,63,65,71,73,70,53,41,12,67,59,54,48,30,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
883,199750,30,172,64,1,4,3,79,57,60,68,46,63,63,55,52,61,54,66,58,40,54,65,78,79,85,61,86,64,92,68,54,59,70,43,61,64,46,67,48,48,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65
