,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,rb
984,213271,28,186,76,1,3,2,79.0,54.0,50.0,62.0,62.0,86.0,54,48,60,52,53,62,52,45,46,58,75,82,72,56,73,73,82,82,86,53,90,61,52,45,41,54,62,62,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65
985,213449,25,181,74,1,3,2,83.0,51.0,61.0,64.0,57.0,66.0,62,51,59,64,52,62,48,36,61,62,85,82,79,55,68,55,42,83,65,48,52,56,59,62,47,59,50,61,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
986,214414,28,178,71,1,3,2,62.0,58.0,57.0,64.0,64.0,72.0,50,59,75,68,36,57,35,42,68,69,63,61,73,65,83,65,61,73,73,59,72,56,50,47,37,68,65,65,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
987,216134,31,175,72,1,3,2,73.0,37.0,58.0,65.0,59.0,71.0,67,36,49,60,38,65,61,27,54,65,73,73,71,59,73,37,49,77,72,30,64,59,63,54,37,55,60,61,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
988,216288,27,177,79,1,3,2,74.0,48.0,58.0,62.0,62.0,75.0,57,37,48,65,36,58,40,34,61,62,66,81,75,59,81,67,80,75,72,54,79,65,47,57,50,49,58,66,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
989,216440,29,183,79,1,3,2,64.0,46.0,56.0,55.0,65.0,71.0,65,41,68,61,42,52,43,41,57,56,66,63,60,61,58,65,64,68,73,37,71,63,35,45,62,65,64,67,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
990,216666,33,184,78,1,3,2,51.0,21.0,52.0,43.0,66.0,63.0,49,15,72,62,18,28,31,28,63,60,41,60,38,60,41,36,76,52,65,13,68,63,45,39,34,69,64,67,66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62
991,216791,26,185,77,1,3,2,62.0,33.0,54.0,52.0,66.0,72.0,61,30,66,64,36,49,35,34,53,54,63,62,50,56,61,44,85,62,78,26,66,66,31,42,48,54,66,65,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
992,219781,26,184,73,1,3,2,68.0,46.0,63.0,64.0,63.0,68.0,65,48,56,61,37,62,63,48,64,64,67,69,69,67,65,44,73,70,68,45,62,61,60,66,38,67,62,66,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
993,219803,26,185,93,1,2,3,69.0,52.0,60.0,62.0,64.0,78.0,62,49,62,62,30,62,60,37,60,60,69,69,67,66,64,63,65,71,85,52,71,65,62,61,49,64,66,61,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
994,221620,27,183,71,1,3,2,76.0,54.0,60.0,66.0,63.0,70.0,55,53,57,67,54,63,56,33,59,67,73,78,76,67,62,60,73,81,66,53,65,64,60,60,40,63,63,64,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
995,222328,24,182,84,1,3,2,73.0,31.0,45.0,55.0,66.0,70.0,46,27,63,53,29,44,32,31,43,62,76,71,70,66,67,44,82,72,69,24,65,66,31,36,36,62,63,69,66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
996,222643,26,190,87,1,2,2,35.0,33.0,39.0,41.0,68.0,71.0,28,29,74,51,30,29,29,33,43,50,34,36,51,62,32,47,78,66,80,28,54,67,26,32,45,60,67,67,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59
997,222979,25,173,68,1,4,2,71.0,40.0,56.0,61.0,62.0,70.0,63,40,49,61,38,60,57,31,54,63,72,70,60,54,72,54,84,80,66,24,65,61,50,50,42,56,65,64,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
998,223134,29,178,78,1,2,3,66.0,53.0,58.0,65.0,64.0,69.0,63,40,60,61,54,64,65,61,60,63,68,64,71,64,77,70,67,74,68,60,64,63,62,44,62,58,65,66,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
999,223263,28,180,77,1,4,2,76.0,33.0,48.0,62.0,64.0,79.0,58,31,58,54,25,62,29,32,41,60,74,77,73,60,53,41,78,81,79,24,76,63,46,39,42,56,65,65,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1000,223853,26,176,72,1,2,2,69.0,49.0,64.0,62.0,62.0,67.0,59,33,56,67,29,56,29,69,71,65,70,69,67,65,79,73,71,78,66,68,54,63,56,65,43,72,61,64,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1001,224460,25,187,70,1,2,2,70.0,29.0,47.0,55.0,63.0,69.0,60,27,58,55,27,45,26,32,33,62,69,70,70,63,62,29,69,77,70,29,56,60,51,38,31,52,67,64,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1002,224662,24,174,71,1,3,3,86.0,55.0,59.0,70.0,46.0,57.0,59,57,43,64,49,72,57,49,47,65,90,82,77,60,82,63,68,72,56,48,39,50,50,63,49,60,40,48,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
1003,225798,24,173,67,1,3,3,80.0,37.0,59.0,69.0,55.0,60.0,63,40,40,65,28,67,31,33,57,69,85,75,78,61,85,36,76,82,49,30,56,60,53,60,40,55,52,57,60,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1004,227601,24,178,68,1,4,2,76.0,45.0,59.0,65.0,62.0,66.0,53,36,46,64,52,61,59,44,62,65,75,76,75,65,74,53,72,78,59,49,68,62,59,59,49,63,67,62,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1005,228310,24,182,73,1,3,2,79.0,43.0,50.0,55.0,66.0,70.0,42,26,65,63,48,48,26,28,60,58,77,80,74,56,61,71,82,68,73,53,64,66,37,37,39,64,66,67,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1006,228632,27,188,86,1,4,3,90.0,58.0,58.0,62.0,53.0,75.0,62,58,56,61,44,62,58,47,52,60,85,94,67,62,64,66,63,79,76,56,71,49,62,55,48,59,52,54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64
1007,228762,23,181,65,1,3,3,74.0,46.0,59.0,66.0,62.0,67.0,62,40,58,63,43,65,52,49,60,65,73,74,71,65,71,60,71,70,64,46,69,63,56,50,41,65,64,62,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1008,229107,23,183,82,1,2,2,70.0,40.0,56.0,62.0,65.0,67.0,60,43,66,63,46,60,31,34,62,65,69,71,65,62,64,43,71,58,71,34,69,61,18,49,32,52,62,68,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1009,229605,23,183,70,1,3,3,60.0,54.0,63.0,64.0,65.0,72.0,65,54,66,66,32,61,59,49,63,65,61,59,68,62,70,59,71,69,74,59,69,64,49,59,50,65,64,66,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1010,229610,24,183,79,1,2,2,75.0,43.0,50.0,59.0,63.0,71.0,54,37,57,60,29,57,37,42,47,58,76,74,68,62,69,53,72,70,72,45,71,68,51,37,49,50,62,63,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1011,229930,24,177,63,1,3,2,85.0,46.0,55.0,64.0,58.0,71.0,61,47,55,58,25,62,34,30,53,60,84,85,82,57,82,45,84,91,65,49,56,55,58,55,33,55,57,62,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1012,229998,24,176,70,1,3,2,83.0,40.0,55.0,62.0,59.0,64.0,62,39,43,60,40,59,57,33,54,61,84,82,78,59,80,46,73,82,56,34,60,58,52,46,42,50,60,63,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1013,230220,25,187,77,1,3,2,48.0,51.0,61.0,53.0,66.0,61.0,54,45,74,66,56,51,72,73,62,55,39,55,45,71,55,71,85,34,73,46,59,66,39,51,57,58,81,50,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60
1014,230809,24,185,71,1,3,2,71.0,46.0,59.0,63.0,60.0,73.0,65,38,58,62,33,61,41,33,58,62,72,70,71,63,72,60,81,81,71,52,66,61,55,58,39,62,59,61,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1015,232117,25,182,77,1,3,3,77.0,34.0,58.0,64.0,58.0,71.0,66,31,53,63,37,65,44,39,55,63,75,78,66,56,65,34,80,68,72,32,69,57,57,52,47,54,51,66,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1016,232311,24,174,68,1,3,3,82.0,55.0,60.0,65.0,58.0,69.0,65,50,44,65,34,66,66,66,55,63,81,82,70,56,73,70,79,73,65,62,70,53,57,48,38,56,57,64,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1017,232513,29,166,60,1,3,2,71.0,58.0,64.0,67.0,49.0,49.0,67,60,47,69,41,63,59,50,65,65,73,69,90,60,88,60,93,69,35,57,48,40,60,57,49,60,60,45,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60
1018,232611,25,172,67,1,3,2,80.0,44.0,56.0,60.0,58.0,69.0,56,45,48,67,25,56,32,34,65,60,70,88,78,61,75,49,81,87,60,40,67,62,50,42,36,49,55,62,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1019,232768,30,170,63,0,4,2,56.0,48.0,66.0,64.0,62.0,59.0,66,47,54,73,37,61,39,43,68,66,55,56,73,61,82,56,79,70,48,45,66,59,52,65,38,55,62,66,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1020,233068,31,181,73,1,3,2,67.0,46.0,52.0,53.0,65.0,79.0,59,36,53,56,51,48,57,32,54,53,66,68,59,60,70,63,81,83,76,52,81,69,50,41,39,71,64,67,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1021,233298,31,177,75,1,3,3,70.0,44.0,53.0,62.0,64.0,69.0,55,49,47,67,35,65,42,46,40,57,70,70,65,62,66,39,49,72,74,39,57,64,44,41,41,48,65,68,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1022,233309,22,178,66,1,3,2,71.0,46.0,60.0,62.0,62.0,65.0,66,48,58,63,36,59,63,33,59,62,72,71,70,59,70,52,62,72,65,37,59,62,64,57,38,65,59,66,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1023,233442,22,176,70,1,3,3,88.0,59.0,57.0,70.0,60.0,62.0,55,58,46,61,63,70,61,34,60,69,87,89,77,58,83,59,62,64,61,62,62,60,63,53,42,51,59,64,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1024,234123,25,175,70,1,2,2,72.0,32.0,61.0,64.0,61.0,60.0,62,31,47,64,32,62,52,33,63,63,74,71,77,58,73,31,61,73,52,27,63,64,47,63,41,61,57,64,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1025,234148,25,185,70,1,3,2,68.0,63.0,55.0,63.0,67.0,61.0,62,63,65,58,60,63,54,45,56,61,63,72,74,59,67,70,69,49,63,63,70,62,42,47,61,62,67,69,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1026,234279,29,170,72,1,3,3,75.0,48.0,62.0,68.0,59.0,71.0,70,44,40,65,52,67,64,48,58,64,81,70,82,65,89,60,76,73,66,37,78,58,60,57,63,59,59,63,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66
1027,234298,28,172,72,1,3,3,80.0,57.0,62.0,66.0,58.0,67.0,66,55,49,63,51,65,63,64,60,67,81,80,73,58,72,62,74,80,66,61,50,60,59,59,52,57,58,58,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1028,235558,22,179,79,1,3,2,61.0,46.0,59.0,63.0,66.0,66.0,56,46,65,66,37,56,46,43,60,70,58,64,68,57,77,50,76,66,65,45,65,64,46,58,50,56,66,66,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1029,236617,23,179,69,1,4,3,77.0,57.0,64.0,68.0,60.0,55.0,71,58,59,66,66,67,62,58,59,68,75,79,76,63,70,58,73,62,59,52,32,56,64,60,54,68,62,63,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1030,236914,23,182,78,1,3,2,51.0,42.0,51.0,46.0,66.0,66.0,45,35,66,67,23,29,35,48,59,62,53,49,57,60,54,48,70,58,72,64,62,63,13,28,42,55,65,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1031,237252,26,183,79,1,2,2,78.0,31.0,56.0,58.0,64.0,72.0,59,24,54,59,21,60,56,18,57,54,76,80,68,60,58,45,80,75,75,29,60,66,47,56,32,47,65,64,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1032,238089,24,179,74,1,4,3,78.0,41.0,59.0,65.0,60.0,74.0,61,41,38,60,32,66,53,56,58,59,72,82,76,63,68,40,66,83,73,39,65,64,60,58,38,61,59,64,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1033,238091,22,182,72,1,4,3,71.0,50.0,61.0,61.0,61.0,66.0,64,43,57,64,39,59,62,61,57,61,74,69,65,60,70,61,65,82,62,58,58,59,54,56,47,55,59,65,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1034,238336,21,183,64,1,4,3,75.0,55.0,60.0,67.0,64.0,66.0,59,62,52,67,42,68,52,47,61,65,78,72,73,59,72,52,63,65,71,44,57,62,59,55,49,53,66,67,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1035,238375,27,179,67,0,2,2,74.0,30.0,51.0,61.0,61.0,58.0,67,30,54,53,26,52,32,31,54,73,74,74,72,60,68,28,57,70,54,28,55,61,49,37,37,49,64,59,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1036,238684,25,188,79,1,4,2,65.0,46.0,58.0,60.0,65.0,76.0,61,41,65,62,44,58,44,36,58,64,64,66,58,62,59,54,57,88,75,44,70,63,53,55,52,55,65,68,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1037,238820,25,180,75,1,3,3,81.0,57.0,60.0,66.0,62.0,69.0,61,57,55,62,45,67,57,45,58,64,79,82,72,59,66,60,72,79,68,59,59,58,62,61,37,60,68,61,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1038,238987,24,191,78,1,3,2,68.0,41.0,41.0,46.0,65.0,75.0,42,31,68,49,41,38,33,25,44,50,66,70,53,62,56,67,70,68,80,41,72,63,28,30,36,52,63,68,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
1039,239443,22,174,72,1,2,2,78.0,38.0,55.0,62.0,61.0,63.0,60,33,51,59,31,59,49,40,50,59,79,78,77,63,77,47,60,70,64,36,54,61,54,53,41,52,61,64,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1040,239686,24,180,84,1,2,2,69.0,44.0,56.0,60.0,62.0,75.0,61,47,63,59,28,59,41,47,56,60,71,67,64,61,61,56,79,83,74,32,66,60,50,50,31,58,61,63,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
1041,239800,21,174,68,1,4,2,72.0,33.0,53.0,62.0,62.0,59.0,63,32,46,64,30,60,31,28,44,61,75,69,68,64,78,38,62,62,58,29,55,64,44,41,33,50,63,65,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1042,239926,24,182,80,1,3,2,69.0,59.0,66.0,67.0,58.0,76.0,65,60,56,70,51,65,60,49,66,67,70,68,75,62,78,64,69,85,75,55,70,55,65,65,48,63,58,60,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1043,240050,28,170,65,1,3,2,87.0,38.0,55.0,66.0,59.0,72.0,59,30,51,59,32,64,49,40,51,61,87,87,84,60,85,50,80,82,69,40,67,61,59,51,43,59,59,61,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1044,240176,29,185,80,1,2,2,40.0,30.0,39.0,42.0,66.0,77.0,33,28,65,52,32,32,26,27,38,52,52,31,37,55,54,39,80,68,80,23,78,64,27,30,47,64,64,70,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59
1045,241562,22,180,75,0,2,2,64.0,25.0,49.0,59.0,67.0,72.0,24,16,68,67,26,59,23,24,59,59,66,63,61,58,68,35,74,80,71,23,62,65,64,49,30,52,65,70,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1046,241693,23,173,66,1,4,2,66.0,47.0,55.0,62.0,67.0,63.0,58,48,51,64,40,60,39,43,60,64,70,62,59,64,80,61,62,67,58,35,73,70,48,41,38,57,65,72,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1047,241967,25,183,76,1,3,3,85.0,53.0,56.0,68.0,55.0,70.0,65,56,40,62,38,70,56,30,41,66,84,86,76,57,73,59,81,90,67,46,52,60,52,56,38,58,53,57,56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1048,242334,21,178,88,1,3,2,79.0,44.0,57.0,62.0,61.0,68.0,62,42,52,60,38,60,46,40,57,61,76,81,72,61,72,58,71,70,69,34,64,60,51,53,36,54,60,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
1049,242542,24,180,70,1,3,2,68.0,32.0,54.0,62.0,65.0,73.0,60,31,57,58,33,64,48,43,53,60,70,66,65,62,59,32,61,70,76,28,71,64,54,45,42,59,62,70,68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1050,242907,20,188,75,1,3,2,70.0,47.0,59.0,60.0,62.0,63.0,68,47,58,62,39,60,47,24,51,60,69,71,64,67,53,49,63,72,63,42,52,62,50,62,54,53,62,65,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1051,243612,21,188,78,1,3,2,74.0,40.0,51.0,58.0,66.0,71.0,56,39,60,55,35,56,38,32,49,58,71,77,66,60,53,45,68,65,78,38,64,67,51,48,32,53,67,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1052,243856,30,173,67,1,5,2,69.0,42.0,64.0,57.0,65.0,64.0,63,40,56,73,40,54,45,48,69,53,67,70,62,63,73,50,66,59,65,35,65,59,56,55,50,69,67,70,65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1053,243929,30,183,82,1,3,2,55.0,25.0,47.0,37.0,68.0,64.0,48,21,68,65,22,22,20,25,42,48,54,55,41,60,56,35,66,55,73,20,54,70,26,31,36,49,67,69,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63
1054,244490,22,184,81,1,3,2,61.0,27.0,54.0,55.0,66.0,71.0,58,23,59,61,25,51,26,27,52,59,60,61,57,62,62,31,62,76,73,30,64,65,37,52,35,58,66,70,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1055,244800,25,172,64,1,3,3,85.0,54.0,61.0,67.0,58.0,60.0,65,52,41,65,43,65,63,32,61,66,88,82,83,63,77,57,56,73,53,57,64,55,63,55,45,62,62,62,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1056,245439,24,184,76,1,3,2,68.0,40.0,55.0,57.0,64.0,73.0,58,35,70,66,37,55,33,29,63,59,66,69,62,62,54,53,74,72,73,40,75,59,45,41,39,56,60,70,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1057,246390,27,184,72,1,2,2,76.0,27.0,55.0,61.0,60.0,71.0,62,24,40,62,21,59,41,29,54,63,77,76,65,60,67,35,65,78,70,20,64,63,50,44,33,60,61,63,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1058,247503,29,188,73,1,2,2,66.0,32.0,58.0,61.0,64.0,69.0,62,29,60,64,26,60,49,30,57,63,68,65,57,64,66,29,72,67,72,31,63,63,59,55,46,62,62,67,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
