,sofifa_id,age,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,work_rate_High/High,work_rate_High/Low,work_rate_High/Medium,work_rate_Low/High,work_rate_Low/Low,work_rate_Low/Medium,work_rate_Medium/High,work_rate_Medium/Low,work_rate_Medium/Medium,body_type_Lean (170-),body_type_Lean (170-185),body_type_Lean (185+),body_type_Normal (170-),body_type_Normal (170-185),body_type_Normal (185+),body_type_Stocky (170-),body_type_Stocky (170-185),body_type_Stocky (185+),body_type_Unique,lm
1511,232519,21,176,68,0,3,3,86.0,58.0,59.0,66.0,28.0,57.0,63,60,30,58,46,65,67,65,50,64,85,86,84,53,74,62,39,66,62,52,36,19,60,61,51,61,32,30,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1512,232520,23,181,72,1,3,4,89.0,58.0,58.0,67.0,29.0,64.0,58,59,52,58,46,67,61,55,53,64,90,89,81,53,70,61,69,70,65,55,55,29,64,60,57,58,25,26,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67
1513,232540,27,171,68,0,4,2,74.0,52.0,57.0,66.0,56.0,72.0,63,52,44,57,59,67,59,54,55,65,73,74,75,64,76,55,64,89,67,47,64,55,65,55,46,45,57,59,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1514,232617,32,169,67,1,4,2,78.0,60.0,61.0,65.0,47.0,64.0,64,62,35,64,56,64,60,64,53,61,75,81,80,55,80,62,90,76,59,58,56,45,60,60,49,55,50,49,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1515,232897,24,177,66,1,3,2,73.0,51.0,62.0,66.0,53.0,62.0,64,48,63,65,37,66,52,49,63,66,71,75,74,58,70,56,53,71,60,53,56,59,61,60,56,62,56,45,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1516,233369,26,170,73,0,3,3,72.0,56.0,63.0,68.0,59.0,60.0,58,49,49,68,50,69,56,45,64,64,72,72,76,60,77,59,67,63,59,67,56,63,63,63,54,64,55,62,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1517,234163,24,176,70,1,3,3,77.0,58.0,58.0,73.0,44.0,53.0,61,56,38,65,52,75,64,37,47,70,80,74,84,50,83,61,61,61,46,62,59,48,60,53,49,61,42,46,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1518,234382,25,180,68,0,2,2,74.0,41.0,56.0,62.0,60.0,70.0,64,29,53,60,31,59,56,49,49,60,76,72,77,63,78,60,85,76,65,51,69,61,49,48,36,60,63,60,58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
1519,234418,27,180,80,0,3,2,83.0,47.0,63.0,63.0,56.0,70.0,69,49,44,65,33,63,71,49,63,60,81,84,78,62,71,50,80,71,67,40,74,54,56,56,48,50,55,60,61,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1520,234726,23,180,69,0,3,3,79.0,67.0,56.0,71.0,28.0,62.0,61,69,31,56,58,74,71,56,58,69,79,79,80,54,72,70,70,59,71,68,42,22,51,46,49,54,21,36,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1521,235520,22,185,70,1,3,3,71.0,65.0,58.0,68.0,33.0,60.0,59,64,62,66,62,68,53,56,40,69,70,71,67,62,69,66,62,63,60,66,58,25,62,59,62,60,28,34,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1522,235906,22,192,78,1,4,4,69.0,59.0,63.0,67.0,42.0,67.0,60,62,54,68,48,69,53,56,57,68,68,69,66,58,52,58,54,70,70,58,58,38,64,64,52,59,34,48,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1523,235949,24,168,65,1,3,2,82.0,47.0,58.0,71.0,26.0,45.0,56,50,31,65,47,70,50,42,50,68,85,79,89,58,84,47,66,57,34,40,50,25,61,60,43,54,33,20,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1524,236281,26,174,76,0,3,2,68.0,58.0,62.0,63.0,50.0,61.0,57,63,66,67,41,65,59,43,66,60,68,68,61,63,69,60,70,64,61,47,53,40,64,61,51,70,45,56,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1525,236667,26,169,70,1,2,3,68.0,57.0,60.0,69.0,30.0,51.0,66,57,42,62,57,71,46,39,55,67,75,63,68,60,77,63,47,59,57,53,28,22,63,61,47,58,36,27,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1526,236831,25,199,90,0,4,3,67.0,61.0,53.0,65.0,29.0,61.0,59,62,69,58,59,68,43,31,35,71,67,67,53,58,34,66,63,34,77,56,55,19,63,59,55,68,25,28,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63
1527,236875,21,188,80,0,3,3,68.0,44.0,58.0,64.0,62.0,72.0,65,43,54,64,33,64,54,30,55,67,70,67,66,60,55,48,55,70,78,43,63,62,61,50,35,64,62,64,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64
1528,237371,23,179,65,1,3,3,84.0,58.0,54.0,67.0,36.0,55.0,59,58,35,54,47,65,50,39,48,66,86,83,75,62,76,57,59,72,46,60,55,33,62,59,56,62,45,33,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1529,237718,23,178,64,0,3,3,89.0,62.0,55.0,67.0,28.0,58.0,49,65,56,60,54,67,49,46,48,67,92,86,78,58,72,60,67,59,60,59,50,19,59,59,63,53,23,30,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1530,237809,22,175,75,0,2,3,68.0,59.0,58.0,70.0,33.0,48.0,62,59,34,63,52,73,56,35,55,66,72,65,72,61,82,62,45,60,46,59,40,24,59,54,61,53,32,38,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1531,237964,26,185,73,0,2,3,73.0,57.0,59.0,62.0,62.0,68.0,60,50,66,66,55,62,52,52,54,61,70,76,67,60,60,67,67,68,66,63,72,55,50,52,58,58,62,66,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
1532,238043,26,174,70,1,2,3,85.0,60.0,53.0,67.0,39.0,55.0,53,61,48,58,47,68,48,37,44,68,84,86,71,58,75,65,59,64,59,58,33,41,63,55,52,47,39,36,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1533,238329,23,186,75,1,3,2,73.0,57.0,60.0,66.0,52.0,70.0,55,55,45,67,49,68,46,47,61,66,71,75,73,57,61,69,53,70,71,53,70,55,60,60,48,57,57,49,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1534,239740,22,166,62,0,3,3,78.0,57.0,62.0,69.0,24.0,41.0,60,58,40,64,45,68,62,63,58,65,78,78,85,63,91,64,45,56,29,51,49,18,59,61,50,58,28,19,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1535,240067,28,173,68,1,3,2,69.0,60.0,61.0,67.0,38.0,51.0,61,65,45,64,41,68,52,46,62,69,70,68,65,56,71,51,60,42,58,61,43,23,67,59,53,59,34,47,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1536,240068,25,174,68,1,3,3,79.0,56.0,60.0,66.0,25.0,49.0,62,60,42,62,43,63,48,44,58,65,79,79,84,55,88,52,78,70,35,54,52,26,63,62,56,49,28,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1537,240119,23,174,61,1,2,3,88.0,49.0,58.0,64.0,40.0,52.0,62,55,50,61,32,63,59,33,55,64,89,88,73,57,74,44,59,64,43,45,58,31,53,56,42,49,36,43,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1538,240451,22,174,64,0,3,3,73.0,46.0,61.0,70.0,57.0,61.0,68,46,42,65,37,70,59,58,56,69,77,70,73,61,81,55,58,76,55,39,57,59,54,52,38,58,56,61,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1539,240563,20,175,71,1,3,2,82.0,57.0,52.0,70.0,18.0,48.0,64,60,50,55,39,70,42,30,36,70,84,80,81,54,76,55,61,60,48,55,30,10,63,55,50,57,20,12,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1540,241485,23,175,68,0,4,3,83.0,60.0,61.0,65.0,40.0,66.0,66,58,58,60,58,64,57,58,56,60,84,82,82,60,76,65,60,68,66,59,64,36,60,61,56,59,45,34,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
1541,241884,22,182,75,0,3,2,69.0,56.0,65.0,63.0,61.0,72.0,69,54,60,66,43,64,57,55,64,62,70,68,67,60,60,62,69,77,74,57,59,57,57,65,49,62,62,63,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1542,241890,23,181,73,1,3,3,80.0,58.0,60.0,66.0,40.0,61.0,60,58,46,61,47,66,56,52,60,61,80,80,79,61,70,60,33,68,68,61,41,38,59,63,57,69,34,45,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1543,241973,24,193,80,1,3,3,84.0,62.0,54.0,66.0,29.0,65.0,50,61,66,60,62,70,53,35,46,65,79,88,68,61,47,65,77,61,77,60,35,21,60,59,65,56,35,20,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1544,242023,24,166,62,0,3,2,73.0,29.0,51.0,62.0,63.0,55.0,63,22,45,52,31,62,41,29,58,61,74,72,63,59,70,38,58,70,52,28,42,58,45,39,42,59,69,67,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59
1545,242568,22,169,65,1,3,2,70.0,55.0,61.0,64.0,67.0,62.0,61,52,58,63,48,60,53,53,59,63,75,65,83,63,82,60,79,65,59,57,62,68,57,64,51,58,70,66,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64
1546,242841,20,175,63,0,3,3,92.0,60.0,52.0,71.0,28.0,39.0,59,64,44,51,50,72,45,31,40,68,92,92,92,48,75,61,53,44,37,49,34,19,59,61,67,63,29,29,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1547,242914,20,180,75,1,3,4,76.0,64.0,58.0,70.0,31.0,63.0,55,62,47,58,57,72,75,70,49,68,75,76,74,61,69,69,63,65,70,71,41,31,57,62,54,64,21,36,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1548,242915,31,183,78,0,2,2,87.0,62.0,58.0,64.0,59.0,63.0,55,62,57,65,52,64,56,49,62,66,86,88,69,61,62,73,57,73,68,60,41,52,51,47,55,56,60,63,61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1549,243041,21,180,70,0,3,2,80.0,50.0,61.0,69.0,38.0,52.0,63,47,41,64,45,68,63,55,59,66,85,76,84,59,79,57,66,57,50,49,48,35,61,57,44,58,34,42,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1550,243276,22,175,70,0,3,3,77.0,64.0,58.0,69.0,34.0,51.0,56,65,50,60,59,72,64,51,53,67,84,71,70,53,85,77,55,55,47,53,54,29,56,60,66,61,32,34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1551,243604,21,177,72,0,3,3,77.0,62.0,61.0,69.0,34.0,39.0,64,63,42,63,52,71,64,61,54,67,76,77,77,53,66,61,44,40,36,64,43,39,64,61,63,62,32,31,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1552,243963,22,181,73,1,3,3,72.0,63.0,66.0,66.0,57.0,75.0,65,62,49,67,59,65,66,64,66,66,73,72,70,60,69,73,67,75,78,60,69,55,62,65,54,60,57,60,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68
1553,244097,24,197,89,1,3,2,81.0,59.0,52.0,67.0,32.0,71.0,51,60,65,60,44,69,40,28,40,68,79,83,65,62,54,69,72,72,79,52,51,20,63,58,51,55,37,29,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1554,244162,33,185,72,1,2,2,77.0,59.0,59.0,65.0,54.0,71.0,58,62,49,65,35,66,57,31,57,64,74,80,74,53,66,69,61,76,67,51,78,54,59,59,39,55,52,57,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1555,244509,21,177,77,0,3,3,79.0,58.0,61.0,67.0,35.0,57.0,62,59,60,66,55,67,64,58,58,65,80,79,75,58,77,57,70,60,58,58,45,13,57,54,63,55,42,40,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1556,244521,27,180,73,0,3,3,81.0,60.0,62.0,64.0,54.0,56.0,68,57,42,60,54,64,69,70,54,62,80,81,71,61,70,64,60,69,51,63,52,56,58,61,60,62,55,55,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1557,244743,24,172,63,0,3,2,81.0,58.0,62.0,67.0,57.0,61.0,63,55,60,65,53,67,63,56,60,65,79,82,82,55,82,61,72,70,57,62,59,59,57,60,58,52,48,63,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1558,245351,22,175,76,0,2,3,72.0,56.0,58.0,68.0,59.0,68.0,67,59,55,59,34,68,62,56,53,67,76,68,71,62,73,70,81,78,62,42,66,57,58,49,42,59,60,61,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1559,245364,22,175,64,1,4,4,69.0,64.0,61.0,70.0,28.0,55.0,61,67,57,64,58,71,66,52,60,68,60,77,73,60,74,66,79,58,58,59,36,25,60,58,54,64,27,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1560,245758,22,181,84,1,3,3,73.0,65.0,57.0,69.0,20.0,62.0,54,69,58,60,56,72,56,34,52,68,73,73,75,62,72,63,71,49,74,59,48,14,65,66,63,47,11,19,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66
1561,246112,21,171,67,1,2,4,72.0,60.0,61.0,72.0,30.0,55.0,51,66,38,68,48,73,60,44,65,69,76,68,82,55,84,60,46,50,59,53,51,28,60,58,47,65,28,31,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1562,246230,21,185,75,1,3,3,81.0,61.0,54.0,67.0,24.0,72.0,48,62,64,61,61,68,59,40,53,68,79,82,71,59,59,63,67,73,76,59,63,16,59,52,60,64,22,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1563,246289,20,171,67,1,3,2,70.0,66.0,63.0,66.0,37.0,56.0,60,68,63,69,60,67,51,53,66,64,70,70,73,56,75,67,55,53,64,64,41,24,65,60,63,57,38,35,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1564,246324,28,172,67,1,3,3,75.0,61.0,62.0,66.0,59.0,62.0,64,61,65,63,47,66,62,50,62,64,73,77,68,60,75,66,64,66,60,59,62,59,60,60,54,64,57,60,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65
1565,246341,27,177,70,0,2,3,67.0,53.0,63.0,60.0,62.0,68.0,65,46,57,61,45,57,64,66,62,61,70,65,69,60,68,67,67,72,69,58,62,65,66,66,44,60,62,62,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64
1566,246909,21,165,60,0,2,3,70.0,55.0,60.0,67.0,57.0,64.0,65,57,46,61,47,66,50,47,58,66,70,70,72,62,86,55,63,72,56,52,74,58,54,58,50,57,52,64,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65
1567,246910,21,175,71,0,2,3,74.0,58.0,58.0,68.0,31.0,54.0,63,55,53,63,50,72,54,42,52,67,73,74,70,50,69,70,50,76,45,55,52,18,62,54,61,58,23,38,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1568,247268,20,180,69,0,2,2,67.0,61.0,64.0,65.0,62.0,66.0,63,62,58,65,48,66,62,56,61,67,65,69,62,58,66,59,53,65,70,63,61,61,65,67,56,50,62,64,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1569,247320,22,179,72,1,3,3,78.0,58.0,55.0,66.0,43.0,64.0,60,60,48,61,48,66,48,27,43,65,79,78,71,62,68,59,72,71,68,53,44,40,64,56,60,56,46,41,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1570,247351,19,175,69,1,3,3,71.0,62.0,62.0,68.0,38.0,58.0,49,62,39,68,47,69,60,66,62,68,72,71,73,57,71,68,50,63,60,64,51,25,57,65,59,60,41,42,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1571,247519,20,171,64,1,4,3,88.0,64.0,53.0,72.0,24.0,55.0,53,69,51,56,55,72,48,42,50,70,88,88,88,57,93,62,63,65,52,53,50,23,70,55,66,54,19,20,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
1572,248035,25,180,77,1,2,3,78.0,62.0,61.0,64.0,54.0,64.0,63,59,41,63,60,63,63,53,57,65,75,80,71,58,66,68,58,71,64,64,59,61,60,60,52,58,52,57,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66
1573,248434,24,186,81,0,2,3,72.0,64.0,59.0,63.0,25.0,69.0,61,66,58,63,59,63,59,48,48,64,70,73,64,67,62,65,80,70,72,61,59,22,65,59,61,60,19,24,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1574,248861,31,175,66,0,3,3,71.0,39.0,54.0,65.0,59.0,52.0,65,21,44,62,21,70,25,55,23,65,70,72,52,55,77,61,58,74,42,55,47,60,43,59,61,47,61,60,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61
1575,250882,24,170,63,1,4,4,78.0,63.0,61.0,65.0,25.0,62.0,60,60,31,58,70,63,74,72,55,62,80,76,80,64,74,67,46,64,70,62,42,34,61,66,64,70,22,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1576,251291,24,188,77,0,3,3,70.0,58.0,65.0,61.0,45.0,70.0,65,55,55,68,59,65,62,60,63,57,72,69,65,57,56,65,63,64,75,56,67,43,69,65,53,57,47,41,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1577,251356,24,189,82,1,4,3,79.0,60.0,58.0,65.0,38.0,66.0,55,60,64,62,55,64,48,50,54,64,78,80,74,58,72,62,60,67,71,58,56,35,65,60,56,64,35,35,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66
1578,251572,22,175,65,0,3,4,68.0,57.0,61.0,70.0,45.0,44.0,62,58,39,64,48,70,58,51,56,70,72,64,79,62,73,57,34,44,45,56,44,46,60,64,48,65,43,48,46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1579,251846,22,178,77,0,3,2,75.0,51.0,60.0,59.0,61.0,67.0,62,45,52,62,46,56,55,54,60,61,69,79,67,57,68,62,75,66,72,51,55,63,58,55,53,57,61,62,64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62
1580,251880,18,185,70,1,3,3,86.0,54.0,59.0,64.0,29.0,53.0,61,59,33,63,44,64,57,38,52,63,85,86,78,61,62,55,52,73,43,44,52,20,59,62,42,49,32,31,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
1581,251913,22,180,69,1,3,3,83.0,58.0,59.0,66.0,40.0,60.0,62,60,44,58,53,65,58,52,56,66,80,85,72,59,73,60,50,65,61,55,54,38,57,60,54,56,36,42,41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1582,252073,21,189,78,1,3,3,69.0,51.0,62.0,66.0,31.0,59.0,68,59,45,69,44,65,42,37,59,69,68,69,74,56,61,48,54,61,69,36,31,39,60,59,44,54,29,26,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1583,252326,21,173,68,0,3,3,71.0,60.0,62.0,66.0,55.0,66.0,60,59,43,64,48,64,63,65,58,65,73,70,75,60,78,63,50,75,62,64,70,58,60,62,58,59,53,60,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
1584,253396,18,184,72,1,3,4,74.0,66.0,49.0,64.0,25.0,69.0,35,68,66,57,59,64,51,46,40,65,75,74,70,51,71,67,73,57,74,63,70,23,64,55,64,57,18,20,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61
1585,253472,19,178,69,0,3,3,79.0,35.0,58.0,66.0,59.0,64.0,59,30,53,60,37,65,56,35,55,64,82,77,71,62,75,50,65,67,61,28,69,62,58,60,31,65,60,58,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64
